CO1_1996_4_80_60_1_1,CO1_1996_4_80_60_1_2,CO1_1996_4_80_60_1_3,CO1_1996_4_86.7_50_1_1,CO1_1996_4_86.7_50_1_2,CO1_1996_4_86.7_50_1_3,CO1_1996_4_93.3_30_1_1,CO1_1996_4_93.3_30_1_2,CO1_1996_4_93.3_30_1_3,CO1_1996_4_93.3_60_1_1,CO1_1996_4_93.3_60_1_2,CO1_1996_4_93.3_60_1_3,CO1_1998_4_80_60_1_2,CO1_1998_4_80_60_1_3,CO1_1998_4_86.7_50_1_1,CO1_1998_4_86.7_50_1_2,CO1_1998_4_93.3_30_1_1,CO1_1998_4_93.3_30_1_2,CO1_1998_4_93.3_60_1_1,CO1_1998_4_93.3_60_1_2,CO1_1999_4_80_60_1_1,CO1_1999_4_80_60_1_3,CO1_1999_4_86.7_50_1_1,CO1_1999_4_86.7_50_1_2,CO1_1999_4_86.7_50_1_3,CO1_1999_4_93.3_30_1_2,CO1_1999_4_93.3_30_1_3,CO1_1999_4_93.3_60_1_1,CO1_1999_4_93.3_60_1_2,CO1_1999_4_93.3_60_1_3,CO1_2000_4_80_60_1_2,CO1_2000_4_80_60_1_3,CO1_2000_4_86.7_50_1_2,CO1_2000_4_86.7_50_1_3,CO1_2000_4_93.3_30_1_1,CO1_2000_4_93.3_30_1_2,CO1_2000_4_93.3_30_1_3,CO1_2001_4_80_60_1_1,CO1_2001_4_80_60_1_3,CO1_2001_4_86.7_50_1_1,CO1_2001_4_86.7_50_1_2,CO1_2001_4_86.7_50_1_3,CO1_2001_4_93.3_30_1_2,CO1_2001_4_93.3_30_1_3,CO1_2001_4_93.3_60_1_1,CO1_2001_4_93.3_60_1_3,CO1_2002_3_93.3_30_1_1,CO1_2002_3_93.3_30_1_2,CO1_2002_3_93.3_30_1_3,CO1_2002_3_93.3_60_1_1,CO1_2002_3_93.3_60_1_2,CO1_2002_4_80_60_1_3,CO1_2002_4_86.7_50_1_1,CO1_2002_4_86.7_50_1_3,CO1_2003_4_80_60_1_1,CO1_2003_4_80_60_1_3,CO1_2003_4_86.7_50_1_1,CO1_2003_4_86.7_50_1_2,CO1_2003_4_93.3_30_1_1,CO1_2003_4_93.3_30_1_3,CO1_2003_4_93.3_60_1_2,CO1_2003_4_93.3_60_1_3,CO1_2004_3_86.7_50_1_1,CO1_2004_3_86.7_50_1_2,CO1_2004_3_93.3_30_1_1,CO1_2004_3_93.3_60_1_1,CO1_2004_3_93.3_60_1_2,CO1_2004_3_93.3_60_1_3,CO1_2004_4_80_60_1_2,CO1_2004_4_80_60_1_3,CO1_2005_4_80_60_1_2,CO1_2005_4_80_60_1_3,CO1_2005_4_86.7_50_1_1,CO1_2005_4_86.7_50_1_3,CO1_2005_4_93.3_30_1_3,CO1_2005_4_93.3_60_1_3,CO1_2006_4_80_60_1_1,CO1_2006_4_80_60_1_2,CO1_2006_4_80_60_1_3,CO1_2006_4_86.7_50_1_2,CO1_2006_4_86.7_50_1_3,CO1_2006_4_93.3_30_1_3,CO1_2006_4_93.3_60_1_1,CO1_2006_4_93.3_60_1_2,CO1_2006_4_93.3_60_1_3,CO1_2007_3_93.3_30_1_1,CO1_2007_3_93.3_30_1_3,CO1_2007_3_93.3_60_1_1,CO1_2007_3_93.3_60_1_3,CO1_2007_4_80_60_1_1,CO1_2007_4_80_60_1_3,CO1_2007_4_80_60_2_3,CO1_2007_4_86.7_50_1_2,CO1_2008_3_93.3_30_1_2,CO1_2008_3_93.3_30_1_3,CO1_2008_3_93.3_60_1_3,CO1_2008_4_86.7_50_1_2,CO1_2009_3_80_60_1_1,CO1_2009_3_80_60_1_3,CO1_2009_3_86.7_50_1_1,CO1_2009_3_86.7_50_1_2,CO1_2009_3_86.7_50_2_1,CO1_2009_3_86.7_50_2_2,CO1_2009_3_86.7_50_2_3,CO1_2009_3_86.7_50_3_1,CO1_2009_3_86.7_50_3_2,CO1_2009_3_86.7_50_3_3,CO1_2009_3_93.3_30_1_2,CO1_2009_3_93.3_30_1_3,CO1_2009_3_93.3_60_1_1,CO1_2009_3_93.3_60_1_3,CO1_2010_4_93.3_30_1_2,CO1_2010_4_93.3_30_1_3,CO1_2010_4_93.3_60_1_2,CO1_2010_4_93.3_60_1_3,CO1_2010_5_80_60_1_2,CO1_2010_5_80_60_1_3,CO1_2011_4_80_60_1_1,CO1_2011_4_86.7_50_1_1,CO1_2011_4_86.7_50_1_2,CO1_2011_4_86.7_50_1_3,CO1_2011_4_93.3_30_1_1,CO1_2011_4_93.3_30_1_3,CO1_2011_4_93.3_60_1_1,CO1_2011_4_93.3_60_1_2,CO1_2012_3_86.7_50_1_1,CO1_2012_3_86.7_50_1_2,CO1_2012_3_86.7_50_1_3,CO1_2012_3_93.3_60_1_1,CO1_2012_3_93.3_60_1_3,CO1_2012_4_80_60_1_1,CO1_2012_4_80_60_1_3,CO1_2013_4_80_60_1_1,CO1_2013_4_80_60_1_3,CO1_2013_4_86.7_50_1_1,CO1_2013_4_86.7_50_1_2,CO1_2013_4_86.7_50_1_3,CO1_2013_4_93.3_30_1_1,CO1_2013_4_93.3_30_1_2,CO1_2013_4_93.3_30_1_3,CO1_2013_4_93.3_60_1_1,CO1_2013_4_93.3_60_1_2,CO1_2013_4_93.3_60_1_3,CO1_2014_4_80_60_1_1,CO1_2014_4_80_60_1_2,CO1_2014_4_80_60_1_3,CO1_2014_4_80_60_2_1,CO1_2014_4_80_60_2_2,CO1_2014_4_80_60_2_3,CO1_2014_4_93.3_30_1_1,CO1_2014_4_93.3_30_1_2,CO1_2014_4_93.3_30_1_3,CO1_2014_4_93.3_60_1_1,CO1_2014_4_93.3_60_1_2,CO1_2014_4_93.3_60_1_3,CO1_2015_4_80_60_1_3,CO1_2015_4_86.7_50_1_1,CO1_2015_4_86.7_50_1_2,CO1_2015_4_86.7_50_1_3,CO1_2015_4_93.3_30_1_1,CO1_2015_4_93.3_30_1_2,CO1_2015_4_93.3_30_1_3,CO1_2015_4_93.3_60_1_1,CO1_2015_4_93.3_60_1_2,CO1_2015_4_93.3_60_1_3,CO1_2016_4_86.7_50_1_1,CO1_2016_4_86.7_50_1_3,CO1_2016_4_86.7_50_2_1,CO1_2016_4_86.7_50_2_2,CO1_2016_4_86.7_50_2_3,CO1_2016_4_93.3_30_1_1,CO1_2016_4_93.3_30_1_2,CO1_2016_4_93.3_60_1_1,CO1_2016_4_93.3_60_1_2,CO1_2016_4_93.3_60_1_3,CO1_2017_3_93.3_60_1_1,CO1_2017_3_93.3_60_1_2,CO1_2017_3_93.3_60_1_3,CO1_2017_4_80_60_1_1,CO1_2017_4_80_60_1_2,CO1_2017_4_80_60_1_3,CO1_2017_4_86.7_50_1_1,CO1_2017_4_86.7_50_1_2,CO1_2017_4_86.7_50_1_3,CO1_2018_4_80_60_1_1,CO1_2018_4_80_60_1_2,CO1_2018_4_80_60_1_3,CO1_2018_4_86.7_50_1_1,CO1_2018_4_86.7_50_1_2,CO1_2018_4_86.7_50_1_3,CO1_2018_4_86.7_50_2_1,CO1_2018_4_86.7_50_2_2,CO1_2018_4_86.7_50_2_3,CO1_2018_4_93.3_30_1_1,CO1_2018_4_93.3_30_1_2,CO1_2018_4_93.3_30_1_3,CO1_2018_4_93.3_60_1_1,CO1_2018_4_93.3_60_1_2,CO1_2018_4_93.3_60_1_3,CO1_2019_4_80_60_1_2,CO1_2019_4_80_60_1_3,CO1_2019_4_80_60_2_1,CO1_2019_4_80_60_2_2,CO1_2019_4_80_60_2_3,CO1_2019_4_86.7_50_1_1,CO1_2019_4_86.7_50_1_2,CO1_2019_4_93.3_30_1_1,CO1_2019_4_93.3_30_1_2,CO1_2019_4_93.3_30_1_3,CO1_2019_4_93.3_60_1_1,CO1_2019_4_93.3_60_1_2,sum.taxonomy
0.29745284022735374,0.3017409100343591,0.28693571741157514,0.38637984851638685,0.42934428521498375,0.40673512172155446,0.5382834398584566,0.5244008836217122,0.553647019795882,0.38891779755473277,0.4191262685361815,0.38729291503532937,0.5860331075021873,0.5764147883470105,0,0.03270578857805621,0.002456703031981915,0.00590277535997494,0.34497884024954534,0.3842917782323872,0.5534953828709381,0.5395507137258041,0.4487513169640515,0.4322153255726789,0.46364234438803875,0.3288947583946084,0.3223489692634968,0.771324857899062,0.7491234680157829,0.7420885263051258,0.45315236514250246,0.635981904691257,0.5856458862629412,0.6761500389684618,0.5303418070256757,0.5720005212593666,0.5204026688814294,0.34567276474399844,0.3533762914239219,0.6138205863746028,0.6800458004741783,0.6490318497212267,0.22729129281362612,0.2001479149009178,0.48531786415910916,0.380732486028063,0.3625324665586965,0.36823790025994313,0.3404113819466555,0.2984664122291607,0.2850934665712703,0.46064038964454834,0.6630322860419694,0.7275023680847762,0.4926146531098087,0.46787234604465433,0.4146907903878509,0.49650126168495545,0.46247917984820636,0.448644423580515,0.4205127692720181,0.3579902234020719,0.49380433144090347,0.5223865304114796,0.5660717931687735,0.42268229841598953,0.40603451759855497,0.4466433535162216,0.5495705406239145,0.5757058984076104,0.5855994457609185,0.557029637080815,0.35653132231343065,0.34771659122325593,0.5242492207100931,0.1516136728308839,0.3368319766339718,0.30426878447778183,0.337442826552727,0.5406574117933294,0.5562658847504169,0.4269292345942985,0.2704997490709984,0.28969120165434903,0.36305108212153836,0.5423766200202168,0.6056888511008255,0.3989517555787345,0.4613490431683034,0.43217773334507037,0.34630212897298107,0.3472396202294462,0.32855582536667566,0.6565715863365139,0.658749237081439,0.6497402005801513,0.4693706049991182,0.548874945926955,0.4258039378234443,0.4313274365214025,0.5461589744258113,0.5217214329209371,0.4207714175285392,0.4820436660830418,0.4086929508924803,0.5704775746007309,0.6442951364135651,0.5586922788403521,0.586773896631569,0.6892425018210385,0.66582736908345,0.2876908045199097,0.27751177449107534,0.45353190840808105,0.3944919323091064,0.7042286601691897,0.6966461001752514,0.6012090073465793,0.6056755655048213,0.4852624733064659,0.5735924899557101,0.4185761729528522,0.15043036338732818,0.3231946459103141,0.7672915502705514,0.44489528048708826,0.449000787077483,0.45132926882633073,0.5630621039208846,0.6078792383229996,0.7340930869007561,0.6902906503145805,0.4410089108063119,0.5025862469431709,0.4708505737970598,0.45721824378667014,0.4832711545053184,0.4029248507144298,0.3657146765439086,0.3997768986367087,0.5567769080566253,0.573695667817954,0.6522636390773304,0.5071054114813422,0.5139082222653668,0.5724466631917405,0.4651561782160527,0.4805772829768144,0.4729826682922027,0.29117950530061293,0.3133536001443793,0.3210874694923558,0.2763277292433004,0.2580124331246282,0.27385419460452964,0.5102390034942386,0.5578772381898528,0.5518571208938295,0.6046852048941717,0.6019916328982448,0.5803241411055823,0.566074506764109,0.35020605830486456,0.33370036172648926,0.3290336953212969,0.6266842507371411,0.8592148560169304,0.7168551388576936,0.7446675116380418,0.7549993761529037,0.5609485543000602,0.5526656264596785,0.36566850951719865,0.33316635483801255,0.33229600102434365,0.6202738824147201,0.618345153086819,0.5763860901099358,0.5923256058829717,0.7234540756309147,0.6023895825187993,0.48240566063869866,0.5367186144279452,0.5450452026761242,0.48494932816890046,0.3636784291610514,0.47030985371582423,0.9643740395323068,0.9241916885648626,0.9303166751970584,0.8531800711905593,0.8813294752735333,0.8416019988736507,0.6424670390046102,0.5660062177734926,0.5673082464652273,0.6386613663688641,0.6743063013997612,0.665529918281945,0.9907891902590676,1,0.8667871952043337,0.8970306358244492,0.8833052522410164,0.49490675516431887,0.49505517210698563,0.3117595834997194,0.27228905082988597,0.3065253170462372,0.2816758264500056,0.28790923844613336,
3.159102321733594e-4,0.0012952591103851017,0.001770330812618094,0.006266751663445958,0.0034151398192632442,0.006345966885212405,0.008017735155338655,0.011876149840032352,0.014204021622707067,0.02412947657808298,0.019246184259913507,0.021826769072729787,0,7.08191618391498e-4,0,0,0,0,0.03138128997241592,0,0,4.712960421241544e-4,0.3433223973097337,0.32344487423357027,0.29935021507829346,0.9552112294840711,1,0.047437089557020425,0.07508579362060915,0.06634425849539471,0.027914428460210798,0.021593433960477432,0.22930701523989122,0.23421840267182983,0.1968316477379844,0.18095541675420282,0.17097230805161176,0.0022167044756559655,0.0013428042894640788,0.015245577968819857,0.011857809352249277,0.013239581649041206,0.02837569447217573,0.03620891894169427,0,0,0.2522798526575742,0.25739985658105746,0.25717466184556453,0.005268814252856721,0,0.004885548351627364,0.019912716749179975,0.02553806352865565,0.0010841736706037395,0.0017335472295755936,0.3636387591680849,0.35630631812793595,0.18845002445875236,0.18937072138075575,0.01409569678373552,0.012018114454525454,0.007900357941909844,0.004567964766487065,0,0.06257870694708374,0.060311890339353066,0.05243879121413611,0.012762636156158923,0.007117692435157072,7.53646840738762e-4,7.759547218535492e-4,0.21915995172742178,0.21070857020231074,0.13276738049908313,0.01674862432635853,0.012668962787053983,0.011899244141420408,0.008539580907741406,0.04527774253808915,0.02257271000703406,0.36148778961050404,0.027354584274795337,0.027272441912478466,0.014666084898877859,0.010823336178272148,0.0148480160649157,0.06668230453500347,0.056337937010661795,0,0,0,0.014695137114114952,0.0043244415278896374,0.0047493269807490825,0.06684516729835359,0.0042075931165013085,0.0144272359634216,0.007473658156958525,0.013558626393197735,0,0.007037142590767155,0.010088743476060157,0.00762795790381748,0.008682132076938544,0.009462248068690659,0.005675258855273181,0.01007692255654081,0.006976730422336466,0.005425442473122764,0,0.1760724282114805,0.1666868014511814,0,0,1.848946549436709e-4,2.2996121530643502e-4,0,0,1.1826111326280513e-4,0,0,0.0022193682675211174,0.17543510706772733,0,0.00121667948515926,9.73127748164098e-4,0.0013350772780116335,9.14395464156681e-4,0,0,0,0.009264246472045675,0.009179138921847959,0.004254891261432465,0.0040418013539416245,0.001809057229437635,0.40139163490737095,0.38030655370041855,0.33640677461981655,0.014016343162520841,0.008844445396072442,0.007951432915509895,0.003967900364570031,0.004127964116804139,0.0031590624793534487,0.009940615524061912,0.008304872075343857,0.009588100869371334,0.06469084262426278,0.05835821706734756,0.07662601558837256,0.053465892887957826,0.04155841676249991,0.05546500914741494,0.0011228119140178456,0.09239519468902564,0.081888558756585475,0.08335435405552262,0.45439655916450694,0.46358700075325887,0.4168291550869746,0.0040654692981856935,0.0021585181462305696,0,0.012662474050700786,0.004647162597178756,0.00996997649394733,0.007838742409929652,0.0075954903735843725,0,0,0.003382207558025688,0.002806154907720017,0.00190562031861699,0.00109234432673654,0.00161379460875361,6.642654971254469e-4,0.3965774112537351,0.42641526559134924,0.42839650029615517,0.09132158582893463,0.08366793691468478,0.07652472099205206,0,0,0,0.003892911076170686,0.001558024643979467,0.0030220661492342186,0.013909490057130823,6.810433370012959e-4,0.0014385599815525782,0.12587038391353514,0.13040590481030562,0.11986585621600523,0,0,0,0,0,0,0,0,0.003003635291349847,0.002441147379075139,0.044538257940014106,0.04439473839293069,0.028123178290817598,0,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Obelia;
0.5894330822571971,0.7143558652220591,0.6779203310770252,0,0,0,0.3469641802293606,0.38711768874385144,0.182528452687206,0.14592761295492312,0.20484759704696692,0.34302583479413395,0.1381183155080214,0.045803491910345856,0,0,0,0,0.049868256965243815,0,0.3900401844023426,0.43598310234382015,0,0,0,0.28651986536511465,0.9222064287033807,0.17850612826750545,0.4281931405480671,0.13404958578956286,0,0,0,0,0.037385815765842816,0.06893931636661516,0,0,0.0194345489972249,0,0,0,0.06865866370889867,0,0.14539188676281967,0.09870879072652373,0.02574537512434618,0,0.010957316640133516,0.053697009296379834,0.03494138532493663,0.032829206340762807,0.008781059104188799,0,0,0.06008349964882513,0,0.022536699592835364,0,0,0.03963752408477842,0,0.0171514078472605,0.016114955726280484,0.1337984519085817,0.22203516251387692,0.15637845237760073,0.0912084827280438,0.010061291225362598,0.06564688894443764,0,0,0,0.018152425593244155,0,0,0.11500163048541881,0.11594030679834293,0,0,0,0.0788058276310156,0.09088172207603981,0.09004746750200342,0,0,0,0.012526258905193936,0,0,0.07334993668084688,0,0,0.00230198005953047,0.0015531651359503818,0,0,0,0,0,0,0,0.002128895807102572,0.00424895677151862,0.08407959654346939,0,0,0.08531895624791992,0.044927846725031806,0,0,0,0,0.0906534597422858,0,0.012533911598051483,0.011863611769468405,0,0,0,0,0.03847427645216091,0.10113144102379769,0,0,0,0,0,0.3064531145870085,0.7407790026941462,0,0,0,0,0,0.017223867632746137,0,0,0.094161855894074,0.042250593073026116,0.051577505641167254,0.015889707775489186,0.026715448615001018,0,0,0,0,0,0,0,0,0,0.5261513711058794,0.6657679330705273,0.7295752956435652,0,0,0.0080836114509356,0,0.09047460755396317,0.04458139467040569,0.03397050121783963,0.21730670233772673,0.35536025775640157,0.1839176917600702,0,0,0,0,0,0.710964710964711,0.2614886218135258,1,0.6416412812941862,0.3723333091266605,0,0.01594089359315442,0.015622725690598993,0.016962630996179565,0,0,0,0,0,0,0.0088854134113839,0,0,0,0,0.003100800753650495,0,0,0.13845034323402727,0.12415605290343629,0.11783075425047493,0.6471178043409878,0.34362265585914176,0.49035011205485723,0.014241683877741752,0.0063238405811951795,0.007785768602687114,0,0.006067760455072158,0,0,0,0.023350722127031657,0,0.11643688624336128,0.17756864004006778,Eukaryota;Arthropoda;Hexanauplia;Calanoida;Aetideidae;Undeuchaeta;Undeuchaeta major
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9314727725952767,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Calanoida;Heterorhabdidae;Heterorhabdus;Heterorhabdus norvegicus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9977622487437185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Amphiuridae;Amphiura;Amphiura magellanica
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;;
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9685011895321172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Stephanodiscaceae;Cyclostephanos;Cyclostephanos tholiformis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033430130324253175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;;Dinophyceae;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Phyllodocidae;Eumida;Eumida elektra
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Decapoda;Galatheidae;NA;Galatheidae sp. KSA_1168
