PIC_RowNumber,Cst_Cnt,N_Cruise,N_Ship,N_OrderOcc,N_Towtype,N_Townumber,N_lat,N_lon,N_Line,N_Station
1294,,195806,OR,14.0,C1,1.0,33.733333,-120.4,83.3,55.0
1295,,195806,OR,13.0,C1,1.0,33.558333,-120.75,83.3,60.0
1296,,195806,OR,7.0,C1,1.0,32.575,-122.8,83.3,90.0
1297,,195806,BD,17.0,C1,1.0,35.216666,-123.8,70.0,80.0
1298,,195806,OR,17.0,C1,1.0,34.133333,-119.566666,83.3,43.0
1299,,195806,OR,15.0,C1,1.0,33.866666,-120.1,83.3,51.0
1300,9735.0,195806,BD,18.0,C1,1.0,34.883333,-124.5,70.0,90.0
1301,,195806,OR,20.0,C1,1.0,33.666666,-118.975,86.7,40.0
1302,,195806,OR,21.0,C1,1.0,33.491666,-119.3,86.7,45.0
1303,,195806,BD,27.0,C1,1.0,36.713333,-123.916666,63.3,70.0
1304,,195806,BD,22.0,C1,1.0,36.44,-122.871666,66.7,60.0
1305,,195806,OR,26.0,C1,1.0,32.6,-121.033333,86.7,70.0
1306,,195806,OR,27.0,C1,1.0,32.4,-121.45,86.7,75.0
1307,,195806,OR,33.0,C1,1.0,31.75,-121.316666,90.0,80.0
1308,,195806,BD,35.0,C1,1.0,37.891666,-123.031666,60.0,52.0
1309,,195806,BD,31.0,C1,1.0,36.983333,-125.098333,60.0,80.0
1310,9746.0,195806,OR,40.0,C1,1.0,32.833333,-119.016666,90.0,45.0
1311,,195806,OR,34.0,C1,1.0,31.883333,-121.033333,90.0,75.0
1312,,195806,OR,41.0,C1,1.0,33.183333,-118.4,90.0,37.0
1313,,195806,OR,65.0,C1,1.0,32.933333,-117.316666,93.3,27.0
1314,,195806,OR,66.0,C1,1.0,32.833333,-117.525,93.3,30.0
1315,,195806,OR,67.0,C1,1.0,32.666666,-117.866666,93.3,35.0
1316,,195806,OR,74.0,C1,1.0,31.533333,-120.266666,93.3,70.0
1317,,195806,OR,75.0,C1,1.0,31.35,-120.583333,93.3,75.0
1318,,195806,OR,77.0,C1,1.0,31.166666,-120.916666,93.3,80.0
1319,9805.0,195807,OR,1.0,C1,1.0,33.476666,-117.795,90.0,28.0
1320,9806.0,195807,OR,2.0,C1,1.0,33.406666,-117.925,90.0,30.0
1321,9810.0,195807,OR,6.0,C1,1.0,32.566666,-119.608333,90.0,55.0
1322,9864.0,195807,PT,3.0,C1,1.0,33.5,-119.316666,86.7,45.0
1323,9811.0,195807,OR,7.0,C1,1.0,32.375,-119.958333,90.0,60.0
1324,,195807,PT,4.0,C1,1.0,33.333333,-119.65,86.7,50.0
1325,9865.0,195807,PT,5.0,C1,1.0,33.166666,-120.008333,86.7,55.0
1326,,195807,PT,9.0,C1,1.0,32.345,-121.31,86.7,75.0
1327,,195807,OR,18.0,C1,1.0,31.583333,-119.9,93.3,65.0
1328,,195807,PT,16.0,C1,1.0,33.071666,-121.771666,83.3,75.0
1329,9821.0,195807,OR,25.0,C1,1.0,32.833333,-117.538333,93.3,30.0
1330,9818.0,195807,OR,19.0,C1,1.0,31.725,-119.533333,93.3,60.0
1331,9876.0,195807,PT,22.0,C1,1.0,34.241666,-119.966666,82.0,47.0
1332,9877.0,195807,PT,23.0,C1,1.0,34.118333,-119.573333,83.3,43.0
1333,9822.0,195807,OR,26.0,C1,1.0,32.945,-117.333333,93.3,27.0
1334,9880.0,195807,PT,27.0,C1,1.0,34.141666,-121.15,80.0,60.0
1335,,195807,PT,28.0,C1,1.0,33.958333,-121.47,80.0,65.0
1336,,195807,PT,24.0,C1,1.0,34.225,-119.361666,83.3,40.0
1337,9881.0,195807,PT,29.0,C1,1.0,33.77,-121.82,80.0,70.0
1338,,195809,OR,1.0,C1,1.0,33.475,-117.78,90.0,28.0
1339,9988.0,195809,OR,2.0,C1,1.0,33.408333,-117.916666,90.0,30.0
1340,9991.0,195809,OR,5.0,C1,1.0,32.733333,-119.25,90.0,50.0
1341,,195809,OR,6.0,C1,1.0,32.56,-119.621666,90.0,55.0
1342,9994.0,195809,OR,10.0,C1,1.0,31.516666,-120.233333,93.3,70.0
1343,,195809,OR,15.0,C1,1.0,32.343333,-118.525,93.3,45.0
1344,,195809,OR,11.0,C1,1.0,31.633333,-119.916666,93.3,65.0
1345,,195809,OR,17.0,C1,1.0,32.666666,-117.866666,93.3,35.0
1346,9997.0,195809,OR,16.0,C1,1.0,32.516666,-118.216666,93.3,40.0
1347,10004.0,195809,OR,26.0,C1,1.0,32.386666,-119.875,90.0,60.0
1348,,195809,OR,27.0,C1,1.0,32.208333,-120.2,90.0,65.0
1349,10005.0,195809,OR,28.0,C1,1.0,32.021666,-120.5,90.0,70.0
1350,10178.0,195810,ST,19.0,C1,1.0,32.5,-118.2,93.3,40.0
1351,,195810,ST,18.0,C1,1.0,32.333333,-118.533333,93.3,45.0
1352,10181.0,195810,ST,23.0,C1,1.0,33.475,-117.778333,90.0,28.0
1353,,195810,ST,20.0,C1,1.0,32.666666,-117.866666,93.3,35.0
1354,10182.0,195810,ST,24.0,C1,1.0,33.408333,-117.916666,90.0,30.0
1355,10183.0,195810,ST,25.0,C1,1.0,33.175,-118.391666,90.0,37.0
1356,10187.0,195810,ST,29.0,C1,1.0,32.4,-119.933333,90.0,60.0
1357,10188.0,195810,ST,34.0,C1,1.0,32.066666,-120.633333,90.0,70.0
1358,10197.0,195810,ST,40.0,C1,1.0,33.666666,-118.975,86.7,40.0
1359,10196.0,195810,ST,39.0,C1,1.0,33.5,-119.316666,86.7,45.0
1360,10193.0,195810,ST,35.0,C1,1.0,32.6,-121.0,86.7,70.0
1361,10198.0,195810,ST,41.0,C1,1.0,33.833333,-118.625,86.7,35.0
1362,10204.0,195810,ST,47.0,C1,1.0,33.586666,-120.708333,83.3,60.0
1363,10205.0,195810,ST,48.0,C1,1.0,33.216666,-121.425,83.3,70.0
1364,,195810,ST,57.0,C1,1.0,35.066666,-120.866666,76.7,50.0
1365,10210.0,195810,ST,53.0,C1,1.0,33.8,-121.841666,80.0,70.0
1366,10214.0,195810,ST,58.0,C1,1.0,34.908333,-121.216666,76.7,55.0
1367,10215.0,195810,ST,59.0,C1,1.0,34.75,-121.566666,76.7,60.0
1368,10247.0,195811,PT,15.0,C1,1.0,32.658333,-117.861666,93.3,35.0
1369,10244.0,195811,PT,17.0,C1,1.0,32.151666,-118.945,93.3,50.0
1370,10251.0,195811,PT,20.0,C1,1.0,31.096666,-120.85,93.3,80.0
1371,10255.0,195811,PT,24.0,C1,1.0,32.578333,-119.616666,90.0,55.0
1372,10254.0,195811,PT,23.0,C1,1.0,32.421666,-119.95,90.0,60.0
1373,10260.0,195811,PT,29.0,C1,1.0,33.471666,-117.783333,90.0,28.0
1374,10259.0,195811,PT,28.0,C1,1.0,33.408333,-117.916666,90.0,30.0
1375,10256.0,195811,PT,25.0,C1,1.0,32.72,-119.263333,90.0,50.0
1376,10262.0,195811,PT,34.0,C1,1.0,34.445,-120.525,80.0,51.0
1377,10263.0,195811,PT,35.0,C1,1.0,34.313333,-120.808333,80.0,55.0
1378,,195811,PT,30.0,C1,1.0,33.845,-118.613333,86.7,35.0
1379,10264.0,195811,PT,36.0,C1,1.0,34.146666,-121.15,80.0,60.0
1380,10266.0,195811,PT,39.0,C1,1.0,33.0,-120.358333,86.7,60.0
1381,,195811,PT,40.0,C1,1.0,33.336666,-119.658333,86.7,50.0
1382,10275.0,195812,OR,16.0,C1,1.0,32.485,-118.191666,93.3,40.0
1383,10276.0,195812,OR,17.0,C1,1.0,32.136666,-118.858333,93.3,50.0
1384,10279.0,195812,OR,20.0,C1,1.0,31.175,-120.883333,93.3,80.0
1385,10284.0,195812,OR,25.0,C1,1.0,32.675,-119.221666,90.0,50.0
1386,10283.0,195812,OR,24.0,C1,1.0,32.541666,-119.516666,90.0,55.0
1387,10280.0,195812,OR,21.0,C1,1.0,31.75,-121.233333,90.0,80.0
1388,,195812,OR,31.0,C1,1.0,33.34,-119.666666,86.7,50.0
1389,,195812,OR,32.0,C1,1.0,33.153333,-120.003333,86.7,55.0
1390,10285.0,195812,OR,26.0,C1,1.0,32.858333,-118.891666,90.0,45.0
1391,,195812,OR,39.0,C1,1.0,34.241666,-119.963333,82.0,47.0
1392,,195812,OR,38.0,C1,1.0,34.2,-119.358333,83.3,40.0
1393,,195812,OR,37.0,C1,1.0,34.12,-119.586666,83.3,43.0
1394,10288.0,195812,OR,33.0,C1,1.0,33.0,-120.358333,86.7,60.0
1395,10290.0,195812,OR,40.0,C1,1.0,34.443333,-120.526666,80.0,51.0
1396,10293.0,195812,OR,43.0,C1,1.0,33.788333,-121.78,80.0,70.0
1397,10296.0,195812,OR,45.0,C1,1.0,33.473333,-117.778333,90.0,28.0
1398,10301.0,195901,BD,8.0,C1,1.0,37.316666,-122.611666,63.3,52.0
1399,,195901,BD,7.0,C1,1.0,37.21,-122.83,63.3,55.0
1400,10298.0,195901,BD,4.0,C1,1.0,36.13,-123.5,66.7,70.0
1401,,195901,BD,9.0,C1,1.0,37.891666,-123.025,60.0,52.0
1402,10302.0,195901,BD,10.0,C1,1.0,37.791666,-123.25,60.0,55.0
1403,10306.0,195901,BD,14.0,C1,1.0,36.616666,-125.783333,60.0,90.0
1404,10307.0,195901,BD,15.0,C1,1.0,36.133333,-125.376666,63.3,90.0
1405,,195901,BD,18.0,C1,1.0,35.216666,-123.8,70.0,80.0
1406,10389.0,195901,OR,51.0,C1,1.0,30.783333,-121.55,93.3,90.0
1407,10393.0,195901,OR,56.0,C1,1.0,32.183333,-118.866666,93.3,50.0
1408,,195901,OR,55.0,C1,1.0,32.016666,-119.216666,93.3,55.0
1409,10311.0,195901,BD,21.0,C1,1.0,35.6,-123.096666,70.0,70.0
1410,10313.0,195901,BD,23.0,C1,1.0,35.3,-121.973333,73.3,60.0
1411,10312.0,195901,BD,22.0,C1,1.0,34.97,-122.666666,73.3,70.0
1412,10315.0,195901,BD,27.0,C1,1.0,34.908333,-121.216666,76.7,55.0
1413,10316.0,195901,BD,28.0,C1,1.0,34.733333,-121.566666,76.7,60.0
1414,10317.0,195901,BD,29.0,C1,1.0,34.403333,-122.266666,76.7,70.0
1415,10322.0,195901,BD,34.0,C1,1.0,33.483333,-122.533333,80.0,80.0
1416,10325.0,195901,BD,38.0,C1,1.0,33.233333,-121.433333,83.3,70.0
1417,10331.0,195901,BD,44.0,C1,1.0,34.233333,-119.366666,83.3,40.0
1418,10326.0,195901,BD,39.0,C1,1.0,33.586666,-120.758333,83.3,60.0
1419,10332.0,195901,BD,45.0,C1,1.0,33.833333,-118.625,86.7,35.0
1420,10333.0,195901,BD,46.0,C1,1.0,33.666666,-118.975,86.7,40.0
1421,10335.0,195901,BD,49.0,C1,1.0,32.58,-119.613333,90.0,55.0
1422,10344.0,195901,BD,55.0,C1,1.0,33.475,-117.778333,90.0,28.0
1423,10337.0,195901,BD,51.0,C1,1.0,32.908333,-118.933333,90.0,45.0
1424,10336.0,195901,BD,50.0,C1,1.0,32.743333,-119.275,90.0,50.0
1425,10540.0,195902,OR,17.0,C1,1.0,34.216666,-120.933333,80.0,57.0
1426,10539.0,195902,OR,16.0,C1,1.0,34.133333,-121.141666,80.0,60.0
1427,10545.0,195902,OR,23.0,C1,1.0,33.866666,-120.125,83.3,51.0
1428,10546.0,195902,OR,24.0,C1,1.0,33.733333,-120.408333,83.3,55.0
1429,10551.0,195902,OR,28.0,C1,1.0,33.166666,-120.033333,86.7,55.0
1430,10552.0,195902,OR,29.0,C1,1.0,33.016666,-120.4,86.7,60.0
1431,10557.0,195902,OR,34.0,C1,1.0,32.833333,-122.166666,83.3,80.0
1432,10560.0,195902,OR,37.0,C1,1.0,33.833333,-118.625,86.7,35.0
1433,10559.0,195902,OR,36.0,C1,1.0,33.65,-118.975,86.7,40.0
1434,10563.0,195902,OR,40.0,C1,1.0,32.658333,-117.875,93.3,35.0
1435,10564.0,195902,OR,41.0,C1,1.0,32.525,-118.205,93.3,40.0
1436,,195902,OR,42.0,C1,1.0,32.35,-118.566666,93.3,45.0
1437,10565.0,195902,OR,43.0,C1,1.0,32.2,-118.9,93.3,50.0
1438,10572.0,195902,OR,50.0,C1,1.0,32.0,-120.6,90.0,70.0
1439,10581.0,195902,OR,57.0,C1,1.0,33.391666,-117.916666,90.0,30.0
1440,10580.0,195902,OR,56.0,C1,1.0,33.326666,-118.066666,90.0,32.0
1441,10574.0,195902,OR,52.0,C1,1.0,32.596666,-119.645,90.0,55.0
1442,10573.0,195902,OR,51.0,C1,1.0,32.375,-119.966666,90.0,60.0
1443,10582.0,195902,OR,58.0,C1,1.0,33.471666,-117.783333,90.0,28.0
1444,10603.0,195903,ST,1.0,C1,1.0,33.466666,-117.783333,90.0,28.0
1445,10604.0,195903,ST,2.0,C1,1.0,33.408333,-117.925,90.0,30.0
1446,10605.0,195903,ST,3.0,C1,1.0,33.175,-118.391666,90.0,37.0
1447,10610.0,195903,ST,9.0,C1,1.0,32.083333,-120.633333,90.0,70.0
1448,,195903,ST,18.0,C1,1.0,32.333333,-118.558333,93.3,45.0
1449,10615.0,195903,ST,14.0,C1,1.0,31.45,-120.225,93.3,70.0
1450,10618.0,195903,ST,19.0,C1,1.0,32.5,-118.208333,93.3,40.0
1451,10639.0,195904,OR,28.0,C1,1.0,32.833333,-117.526666,93.3,30.0
1452,,195904,OR,29.0,C1,1.0,32.666666,-117.875,93.3,35.0
1453,,,,,,,,,,
1454,,,,,,,,,,
1455,,,,,,,,,,
1456,10640.0,195904,OR,30.0,C1,1.0,32.493333,-118.221666,93.3,40.0
1457,10643.0,195904,OR,36.0,C1,1.0,31.5,-120.225,93.3,70.0
1458,,,,,,,,,,
1459,,,,,,,,,,
1460,,,,,,,,,,
1461,,,,,,,,,,
1462,,,,,,,,,,
1463,10651.0,195904,OR,48.0,C1,1.0,32.745,-119.276666,90.0,50.0
1464,10650.0,195904,OR,47.0,C1,1.0,32.591666,-119.59,90.0,55.0
1465,,195904,OR,44.0,C1,1.0,31.866666,-120.966666,90.0,75.0
1466,,,,,,,,,,
1467,10652.0,195904,OR,49.0,C1,1.0,32.916666,-118.94,90.0,45.0
1468,10651.0,195904,OR,48.0,C1,1.0,32.745,-119.276666,90.0,50.0
1469,10650.0,195904,OR,47.0,C1,1.0,32.591666,-119.59,90.0,55.0
1470,,,,,,,,,,
1471,10647.0,195904,OR,43.0,C1,1.0,31.716666,-121.305,90.0,80.0
1472,10653.0,195904,OR,50.0,C1,1.0,33.175,-118.391666,90.0,37.0
1473,10652.0,195904,OR,49.0,C1,1.0,32.916666,-118.94,90.0,45.0
1474,10655.0,195904,OR,52.0,C1,1.0,33.475,-117.783333,90.0,28.0
1475,10656.0,195904,OR,53.0,C1,1.0,33.833333,-118.626666,86.7,35.0
1476,10660.0,195904,OR,58.0,C1,1.0,32.986666,-120.375,86.7,60.0
1477,,195904,OR,59.0,C1,1.0,32.795,-120.791666,86.7,65.0
1478,,,,,,,,,,
1479,,,,,,,,,,
1480,,,,,,,,,,
1481,,,,,,,,,,
1482,,,,,,,,,,
1483,,,,,,,,,,
1484,,,,,,,,,,
1485,10668.0,195904,OR,72.0,C1,1.0,33.733333,-120.408333,83.3,55.0
1486,10667.0,195904,OR,71.0,C1,1.0,33.516666,-120.716666,83.3,60.0
1487,10674.0,195904,OR,78.0,C1,1.0,34.311666,-120.808333,80.0,55.0
1488,10669.0,195904,OR,73.0,C1,1.0,33.861666,-120.125,83.3,51.0
1489,,,,,,,,,,
1490,,,,,,,,,,
1491,,,,,,,,,,
1492,10781.0,195904,ST,57.0,C1,1.0,35.55,-123.1,70.0,70.0
1493,10673.0,195904,OR,77.0,C1,1.0,34.408333,-120.6,80.0,52.0
1494,10674.0,195904,OR,78.0,C1,1.0,34.311666,-120.808333,80.0,55.0
1495,10675.0,195904,OR,79.0,C1,1.0,34.153333,-121.158333,80.0,60.0
1496,10672.0,195904,OR,76.0,C1,1.0,34.258333,-119.958333,82.0,47.0
1497,,,,,,,,,,
1498,,,,,,,,,,
1499,,,,,,,,,,
1500,,,,,,,,,,
1501,,,,,,,,,,
1502,,,,,,,,,,
1503,,,,,,,,,,
1504,,,,,,,,,,
1505,10783.0,195904,ST,61.0,C1,1.0,36.125,-121.833333,70.0,52.0
1506,,,,,,,,,,
1507,10782.0,195904,ST,59.0,C1,1.0,35.883333,-122.375,70.0,60.0
1508,10675.0,195904,OR,79.0,C1,1.0,34.153333,-121.158333,80.0,60.0
1509,,,,,,,,,,
1510,10788.0,195904,ST,68.0,C1,1.0,37.616666,-123.616666,60.0,60.0
1511,10791.0,195904,ST,72.0,C1,1.0,36.616666,-125.783333,60.0,90.0
1512,,,,,,,,,,
1513,,,,,,,,,,
1514,,,,,,,,,,
1515,,,,,,,,,,
1516,,,,,,,,,,
1517,,,,,,,,,,
1518,,,,,,,,,,
1519,,,,,,,,,,
1520,,,,,,,,,,
1521,,,,,,,,,,
1522,,,,,,,,,,
1523,,,,,,,,,,
1524,10811.0,195905,OR,1.0,C1,1.0,33.471666,-117.783333,90.0,28.0
1525,,195905,BD,7.0,C1,1.0,32.833333,-120.691666,86.7,65.0
1526,,195905,BD,8.0,C1,1.0,32.655,-121.05,86.7,70.0
1527,10812.0,195905,OR,2.0,C1,1.0,33.341666,-118.05,90.0,32.0
1528,10813.0,195905,OR,3.0,C1,1.0,33.183333,-118.4,90.0,37.0
1529,10816.0,195905,OR,7.0,C1,1.0,32.41,-119.96,90.0,60.0
1530,,195905,BD,9.0,C1,1.0,32.483333,-121.423333,86.7,75.0
1531,,195905,OR,8.0,C1,1.0,32.24,-120.291666,90.0,65.0
1532,10817.0,195905,OR,9.0,C1,1.0,32.066666,-120.641666,90.0,70.0
1533,,195905,OR,18.0,C1,1.0,32.0,-119.233333,93.3,55.0
1534,10824.0,195905,OR,19.0,C1,1.0,32.158333,-118.9,93.3,50.0
1535,,195905,BD,26.0,C1,1.0,33.233333,-121.441666,83.3,70.0
1536,,195905,BD,25.0,C1,1.0,33.066666,-121.775,83.3,75.0
1537,,195905,BD,34.0,C1,1.0,34.408333,-120.6,80.0,52.0
1538,,195905,BD,35.0,C1,1.0,34.316666,-120.8,80.0,55.0
1539,10803.0,195905,BD,28.0,C1,1.0,33.566666,-120.75,83.3,60.0
1540,,195905,BD,27.0,C1,1.0,33.366666,-121.075,83.3,65.0
1541,10804.0,195905,BD,36.0,C1,1.0,34.15,-121.15,80.0,60.0
1542,,195906,BD,7.0,C1,1.0,32.825,-120.7,86.7,65.0
1543,,195906,BD,8.0,C1,1.0,32.658333,-121.016666,86.7,70.0
1544,,195906,BD,17.0,C1,1.0,33.146666,-121.4,83.3,70.0
1545,,195906,BD,16.0,C1,1.0,33.0,-121.75,83.3,75.0
1546,,195906,BD,9.0,C1,1.0,32.491666,-121.366666,86.7,75.0
1547,,195906,BD,25.0,C1,1.0,34.411666,-120.6,80.0,52.0
1548,,195906,BD,26.0,C1,1.0,34.316666,-120.8,80.0,55.0
1549,10844.0,195906,BD,19.0,C1,1.0,33.566666,-120.75,83.3,60.0
1550,,195906,BD,18.0,C1,1.0,33.283333,-121.055,83.3,65.0
1551,10845.0,195906,BD,27.0,C1,1.0,34.15,-121.15,80.0,60.0
1552,10857.0,195906,HO,4.0,C1,1.0,32.525,-118.211666,93.3,40.0
1553,,195906,HO,5.0,C1,1.0,32.333333,-118.55,93.3,45.0
1554,,195906,HO,17.0,C1,1.0,32.745,-119.275,90.0,50.0
1555,10861.0,195906,HO,11.0,C1,1.0,31.733333,-121.316666,90.0,80.0
1556,10865.0,195906,HO,18.0,C1,1.0,32.913333,-118.938333,90.0,45.0
1557,10975.0,195907,OR,2.0,C1,1.0,34.416666,-120.591666,80.0,52.0
1558,10976.0,195907,OR,3.0,C1,1.0,34.311666,-120.791666,80.0,55.0
1559,11020.0,195907,PT,5.0,C1,1.0,33.566666,-120.75,83.3,60.0
1560,10977.0,195907,OR,4.0,C1,1.0,34.138333,-121.155,80.0,60.0
1561,,195907,PT,6.0,C1,1.0,33.4,-121.091666,83.3,65.0
1562,11027.0,195907,PT,17.0,C1,1.0,32.933333,-120.341666,86.7,60.0
1563,,195907,PT,16.0,C1,1.0,32.775,-120.666666,86.7,65.0
1564,11028.0,195907,PT,18.0,C1,1.0,33.083333,-119.983333,86.7,55.0
1565,11049.0,195907,PT,52.0,C1,1.0,32.491666,-118.2,93.3,40.0
1566,,195907,PT,53.0,C1,1.0,32.341666,-118.55,93.3,45.0
1567,,195907,PT,66.0,C1,1.0,31.95,-121.0,90.0,75.0
1568,11058.0,195907,PT,65.0,C1,1.0,31.785,-121.355,90.0,80.0
1569,11059.0,195907,PT,67.0,C1,1.0,32.1,-120.666666,90.0,70.0
1570,11064.0,195907,PT,72.0,C1,1.0,33.183333,-118.391666,90.0,37.0
1571,11179.0,195908,OR,1.0,C1,1.0,34.725,-121.583333,76.7,60.0
1572,,195908,OR,3.0,C1,1.0,35.075,-120.875,76.7,50.0
1573,11180.0,195908,OR,2.0,C1,1.0,34.866666,-121.28,76.7,55.0
1574,11184.0,195908,OR,7.0,C1,1.0,33.85,-121.9,80.0,70.0
1575,,195908,OR,8.0,C1,1.0,33.666666,-122.233333,80.0,75.0
1576,,,,,,,,,,
1577,11195.0,195908,OR,21.0,C1,1.0,34.233333,-119.383333,83.3,40.0
1578,11194.0,195908,OR,20.0,C1,1.0,34.125,-119.558333,83.3,43.0
1579,11189.0,195908,OR,14.0,C1,1.0,33.233333,-121.266666,83.3,70.0
1580,11196.0,195908,OR,22.0,C1,1.0,33.816666,-118.633333,86.7,35.0
1581,,195908,OR,28.0,C1,1.0,32.766666,-120.708333,86.7,65.0
1582,11202.0,195908,OR,29.0,C1,1.0,32.566666,-121.05,86.7,70.0
1583,,195908,OR,30.0,C1,1.0,32.366666,-121.391666,86.7,75.0
1584,11210.0,195908,OR,42.0,C1,1.0,32.758333,-119.266666,90.0,50.0
1585,,195908,OR,37.0,C1,1.0,31.791666,-121.066666,90.0,75.0
1586,11212.0,195908,OR,44.0,C1,1.0,33.175,-118.4,90.0,37.0
1587,11211.0,195908,OR,43.0,C1,1.0,32.908333,-118.941666,90.0,45.0
1588,11217.0,195908,OR,50.0,C1,1.0,32.5,-118.208333,93.3,40.0
1589,,195908,OR,51.0,C1,1.0,32.333333,-118.558333,93.3,45.0
1590,11218.0,195908,OR,52.0,C1,1.0,32.141666,-118.916666,93.3,50.0
1591,,195908,OR,53.0,C1,1.0,31.966666,-119.283333,93.3,55.0
1592,,195909,OR,1.0,C1,1.0,33.475,-117.775,90.0,28.0
1593,11269.0,195909,OR,2.0,C1,1.0,33.341666,-118.05,90.0,32.0
1594,11273.0,195909,OR,7.0,C1,1.0,32.408333,-119.958333,90.0,60.0
1595,,195909,OR,8.0,C1,1.0,32.216666,-120.325,90.0,65.0
1596,11274.0,195909,OR,9.0,C1,1.0,32.058333,-120.666666,90.0,70.0
1597,,195909,OR,25.0,C1,1.0,31.5,-119.8,93.3,65.0
1598,,195909,OR,27.0,C1,1.0,31.866666,-119.2,93.3,55.0
1599,11287.0,195909,OR,26.0,C1,1.0,31.683333,-119.5,93.3,60.0
1600,11400.0,195910,SB,1.0,C1,1.0,33.475,-117.778333,90.0,28.0
1601,11351.0,195910,OR,3.0,C1,1.0,32.841666,-117.525,93.3,30.0
1602,11352.0,195910,OR,1.0,C1,1.0,32.666666,-117.858333,93.3,35.0
1603,11401.0,195910,SB,2.0,C1,1.0,33.341666,-118.07,90.0,32.0
1604,11406.0,195910,SB,7.0,C1,1.0,32.395,-120.0,90.0,60.0
1605,11353.0,195910,OR,4.0,C1,1.0,32.483333,-118.2,93.3,40.0
1606,11411.0,195910,SB,12.0,C1,1.0,32.336666,-121.708333,86.7,80.0
1607,11407.0,195910,SB,8.0,C1,1.0,32.033333,-120.71,90.0,70.0
1608,11416.0,195910,SB,18.0,C1,1.0,33.67,-118.97,86.7,40.0
1609,11418.0,195910,SB,20.0,C1,1.0,34.23,-119.363333,83.3,40.0
1610,11419.0,195910,SB,21.0,C1,1.0,34.125,-119.583333,83.3,43.0
1611,11424.0,195910,SB,26.0,C1,1.0,33.24,-121.436666,83.3,70.0
1612,11429.0,195910,SB,31.0,C1,1.0,33.791666,-121.883333,80.0,70.0
1613,11425.0,195910,SB,27.0,C1,1.0,32.9,-122.116666,83.3,80.0
1614,11430.0,195910,SB,32.0,C1,1.0,34.15,-121.153333,80.0,60.0
1615,11484.0,195911,PT,2.0,C1,1.0,34.955,-121.1,76.7,53.0
1616,11485.0,195911,PT,3.0,C1,1.0,34.9,-121.216666,76.7,55.0
1617,11488.0,195911,PT,6.0,C1,1.0,33.833333,-121.8,80.0,70.0
1618,11489.0,195911,PT,7.0,C1,1.0,34.108333,-121.208333,80.0,60.0
1619,,195911,PT,10.0,C1,1.0,34.228333,-119.358333,83.3,40.0
1620,11493.0,195911,PT,14.0,C1,1.0,33.613333,-120.666666,83.3,60.0
1621,,195911,PT,16.0,C1,1.0,33.133333,-119.916666,86.7,55.0
1622,11494.0,195911,PT,15.0,C1,1.0,32.975,-120.333333,86.7,60.0
1623,11497.0,195911,PT,21.0,C1,1.0,33.466666,-117.783333,90.0,28.0
1624,11498.0,195911,PT,22.0,C1,1.0,33.408333,-117.916666,90.0,30.0
1625,11502.0,195911,PT,26.0,C1,1.0,32.578333,-119.641666,90.0,55.0
1626,11496.0,195911,PT,27.0,C1,1.0,32.416666,-119.983333,90.0,60.0
1627,11503.0,195911,PT,28.0,C1,1.0,32.116666,-120.7,90.0,70.0
1628,11510.0,195911,PT,37.0,C1,1.0,32.675,-117.875,93.3,35.0
1629,11509.0,195911,PT,36.0,C1,1.0,32.508333,-118.211666,93.3,40.0
1630,11507.0,195911,PT,32.0,C1,1.0,31.85,-119.516666,93.3,60.0
1631,11512.0,195911,PT,39.0,C1,1.0,32.916666,-117.383333,93.3,28.0
1632,11511.0,195911,PT,38.0,C1,1.0,32.833333,-117.525,93.3,30.0
1633,11521.0,195912,OR,8.0,C1,1.0,34.333333,-120.608333,80.0,53.0
1634,11513.0,195912,OR,9.0,C1,1.0,34.255,-119.973333,82.0,47.0
1635,,195912,OR,10.0,C1,1.0,34.223333,-119.355,83.3,40.0
1636,11522.0,195912,OR,11.0,C1,1.0,34.128333,-119.571666,83.3,43.0
1637,11523.0,195912,OR,14.0,C1,1.0,33.505,-120.725,83.3,60.0
1638,11524.0,195912,OR,15.0,C1,1.0,33.011666,-120.358333,86.7,60.0
1639,,195912,OR,17.0,C1,1.0,33.321666,-119.66,86.7,50.0
1640,,195912,OR,16.0,C1,1.0,33.203333,-120.01,86.7,55.0
1641,11526.0,195912,OR,21.0,C1,1.0,33.453333,-117.765,90.0,28.0
1642,11527.0,195912,OR,22.0,C1,1.0,33.34,-118.046666,90.0,32.0
1643,11528.0,195912,OR,23.0,C1,1.0,33.141666,-118.386666,90.0,37.0
1644,11529.0,195912,OR,24.0,C1,1.0,32.923333,-118.93,90.0,45.0
1645,11530.0,195912,OR,25.0,C1,1.0,32.773333,-119.276666,90.0,50.0
1646,11534.0,195912,OR,29.0,C1,1.0,31.751666,-121.216666,90.0,80.0
1647,11543.0,195912,OR,40.0,C1,1.0,32.458333,-118.176666,93.3,40.0
1648,,195912,OR,39.0,C1,1.0,32.321666,-118.503333,93.3,45.0
1649,11545.0,195912,OR,41.0,C1,1.0,32.821666,-117.531666,93.3,30.0
1650,11544.0,195912,OR,43.0,C1,1.0,32.66,-117.793333,93.3,35.0
1651,11627.0,196001,HO,1.0,C1,1.0,33.466666,-117.778333,90.0,28.0
1652,11725.0,196001,OR,1.0,C1,1.0,32.91,-117.366666,93.3,28.0
1653,11726.0,196001,OR,2.0,C1,1.0,32.811666,-117.521666,93.3,30.0
