PIC_RowNumber,Cst_Cnt,N_Cruise,N_Ship,N_OrderOcc,N_Towtype,N_Townumber,N_lat,N_lon,N_Line,N_Station
5799,26401.0,199003,JD,26.0,CB,1.0,33.418333,-117.906666,90.0,30.0
5800,26400.0,199003,JD,25.0,CB,1.0,33.251666,-118.248333,90.0,35.0
5801,26403.0,199003,JD,28.0,CB,1.0,33.89,-118.491666,86.7,33.0
5802,26404.0,199003,JD,29.0,CB,1.0,33.823333,-118.626666,86.7,35.0
5803,26406.0,199003,JD,30.0,CB,1.0,33.656666,-119.0,86.7,40.0
5804,26407.0,199003,JD,31.0,CB,1.0,33.49,-119.318333,86.7,45.0
5805,26408.0,199003,JD,32.0,CB,1.0,33.323333,-119.663333,86.7,50.0
5806,26409.0,199003,JD,33.0,CB,1.0,33.158333,-120.005,86.7,55.0
5807,26410.0,199003,JD,34.0,CB,1.0,32.99,-120.35,86.7,60.0
5808,26412.0,199003,JD,35.0,CB,1.0,32.656666,-121.031666,86.7,70.0
5809,26413.0,199003,JD,36.0,CB,1.0,32.323333,-121.715,86.7,80.0
5810,26417.0,199003,JD,40.0,CB,1.0,32.243333,-123.491666,83.3,100.0
5811,26418.0,199003,JD,41.0,CB,1.0,32.576666,-122.811666,83.3,90.0
5812,26415.0,199003,JD,38.0,CB,1.0,31.658333,-123.07,86.7,100.0
5813,26414.0,199003,JD,37.0,CB,1.0,31.991666,-122.393333,86.7,90.0
5814,26423.0,199003,JD,45.0,CB,1.0,33.745,-120.41,83.3,55.0
5815,26422.0,199003,JD,44.0,CB,1.0,33.578333,-120.755,83.3,60.0
5816,26420.0,199003,JD,43.0,CB,1.0,33.24,-121.443333,83.3,70.0
5817,26419.0,199003,JD,42.0,CB,1.0,32.911666,-122.13,83.3,80.0
5818,26429.0,199003,JD,51.0,CB,1.0,34.45,-120.523333,80.0,51.0
5819,26430.0,199003,JD,52.0,CB,1.0,34.316666,-120.801666,80.0,55.0
5820,26428.0,199003,JD,50.0,CB,1.0,34.275,-120.025,81.8,46.9
5821,26426.0,199003,JD,48.0,CB,1.0,34.225,-119.411666,83.3,40.6
5822,26425.0,199003,JD,47.0,CB,1.0,34.178333,-119.508333,83.3,42.0
5823,26424.0,199003,JD,46.0,CB,1.0,33.878333,-120.133333,83.3,51.0
5824,26431.0,199003,JD,53.0,CB,1.0,34.15,-121.148333,80.0,60.0
5825,26432.0,199003,JD,54.0,CB,1.0,33.816666,-121.843333,80.0,70.0
5826,26434.0,199003,JD,56.0,CB,1.0,33.485,-122.533333,80.0,80.0
5827,26435.0,199003,JD,57.0,CB,1.0,33.15,-123.22,80.0,90.0
5828,26440.0,199003,JD,62.0,CB,1.0,34.721666,-121.55,76.7,60.0
5829,26439.0,199003,JD,61.0,CB,1.0,34.388333,-122.246666,76.7,70.0
5830,26437.0,199003,JD,59.0,CB,1.0,34.06,-122.931666,76.7,80.0
5831,26436.0,199003,JD,58.0,CB,1.0,33.72,-123.633333,76.7,90.0
5832,26443.0,199003,JD,65.0,CB,1.0,35.088333,-120.776666,76.7,49.0
5833,26442.0,199003,JD,64.0,CB,1.0,35.021666,-120.918333,76.7,51.0
5834,26441.0,199003,JD,63.0,CB,1.0,34.885,-121.198333,76.7,55.0
5835,26445.0,199004,JD,1.0,CB,1.0,32.956666,-117.305,93.3,26.7
5836,26446.0,199004,JD,2.0,CB,1.0,32.911666,-117.395,93.3,28.0
5837,26447.0,199004,JD,3.0,CB,1.0,32.846666,-117.531666,93.3,30.0
5838,26448.0,199004,JD,4.0,CB,1.0,32.68,-117.873333,93.3,35.0
5839,26449.0,199004,JD,5.0,CB,1.0,32.513333,-118.215,93.3,40.0
5840,26450.0,199004,JD,6.0,CB,1.0,32.346666,-118.555,93.3,45.0
5841,26452.0,199004,JD,7.0,CB,1.0,32.18,-118.893333,93.3,50.0
5842,26453.0,199004,JD,8.0,CB,1.0,32.013333,-119.233333,93.3,55.0
5843,26454.0,199004,JD,9.0,CB,1.0,31.845,-119.571666,93.3,60.0
5844,26459.0,199004,JD,13.0,CB,1.0,30.501666,-122.275,93.3,100.0
5845,26455.0,199004,JD,10.0,CB,1.0,31.513333,-120.246666,93.3,70.0
5846,26457.0,199004,JD,11.0,CB,1.0,31.18,-120.92,93.3,80.0
5847,26458.0,199004,JD,12.0,CB,1.0,30.846666,-121.591666,93.3,90.0
5848,26464.0,199004,JD,17.0,CB,1.0,30.751666,-123.331666,90.0,110.0
5849,26463.0,199004,JD,16.0,CB,1.0,30.418333,-124.0,90.0,120.0
5850,26460.0,199004,JD,14.0,CB,1.0,30.181666,-122.923333,93.3,110.0
5851,26461.0,199004,JD,15.0,CB,1.0,29.846666,-123.586666,93.3,120.0
5852,26465.0,199004,JD,18.0,CB,1.0,31.081666,-122.663333,90.0,100.0
5853,26468.0,199004,JD,20.0,CB,1.0,31.751666,-121.315,90.0,80.0
5854,26467.0,199004,JD,19.0,CB,1.0,31.418333,-121.99,90.0,90.0
5855,26473.0,199004,JD,25.0,CB,1.0,32.918333,-118.931666,90.0,45.0
5856,26472.0,199004,JD,24.0,CB,1.0,32.653333,-119.481666,90.0,53.0
5857,26470.0,199004,JD,22.0,CB,1.0,32.411666,-119.95,90.0,60.0
5858,26469.0,199004,JD,21.0,CB,1.0,32.085,-120.638333,90.0,70.0
5859,26479.0,199004,JD,30.0,CB,1.0,33.89,-118.49,86.7,33.0
5860,26480.0,199004,JD,31.0,CB,1.0,33.823333,-118.628333,86.7,35.0
5861,26477.0,199004,JD,29.0,CB,1.0,33.485,-117.768333,90.0,28.0
5862,26476.0,199004,JD,28.0,CB,1.0,33.418333,-117.905,90.0,30.0
5863,26475.0,199004,JD,27.0,CB,1.0,33.251666,-118.25,90.0,35.0
5864,26474.0,199004,JD,26.0,CB,1.0,33.185,-118.381666,90.0,37.0
5865,26481.0,199004,JD,32.0,CB,1.0,33.656666,-118.981666,86.7,40.0
5866,26482.0,199004,JD,33.0,CB,1.0,33.49,-119.318333,86.7,45.0
5867,26484.0,199004,JD,34.0,CB,1.0,33.323333,-119.663333,86.7,50.0
5868,26485.0,199004,JD,35.0,CB,1.0,33.156666,-120.006666,86.7,55.0
5869,26486.0,199004,JD,36.0,CB,1.0,32.988333,-120.348333,86.7,60.0
5870,26487.0,199004,JD,37.0,CB,1.0,32.656666,-121.033333,86.7,70.0
5871,26488.0,199004,JD,38.0,CB,1.0,32.323333,-121.715,86.7,80.0
5872,26490.0,199004,JD,39.0,CB,1.0,31.99,-122.393333,86.7,90.0
5873,26495.0,199004,JD,43.0,CB,1.0,33.578333,-120.755,83.3,60.0
5874,26494.0,199004,JD,42.0,CB,1.0,33.245,-121.443333,83.3,70.0
5875,26493.0,199004,JD,41.0,CB,1.0,32.91,-122.13,83.3,80.0
5876,26491.0,199004,JD,40.0,CB,1.0,32.578333,-122.81,83.3,90.0
5877,26501.0,199004,JD,48.0,CB,1.0,34.275,-120.025,81.8,46.9
5878,26500.0,199004,JD,47.0,CB,1.0,34.225,-119.411666,83.3,40.6
5879,26499.0,199004,JD,46.0,CB,1.0,34.178333,-119.508333,83.3,42.0
5880,26497.0,199004,JD,45.0,CB,1.0,33.878333,-120.133333,83.3,51.0
5881,26496.0,199004,JD,44.0,CB,1.0,33.745,-120.41,83.3,55.0
5882,26502.0,199004,JD,49.0,CB,1.0,34.45,-120.523333,80.0,51.0
5883,26503.0,199004,JD,50.0,CB,1.0,34.316666,-120.801666,80.0,55.0
5884,26665.0,199101,JD,1.0,CB,1.0,32.956666,-117.305,93.3,26.7
5885,26666.0,199101,JD,2.0,CB,1.0,32.913333,-117.393333,93.3,28.0
5886,26667.0,199101,JD,3.0,CB,1.0,32.848333,-117.533333,93.3,30.0
5887,26668.0,199101,JD,4.0,CB,1.0,32.68,-117.871666,93.3,35.0
5888,26669.0,199101,JD,5.0,CB,1.0,32.513333,-118.211666,93.3,40.0
5889,26671.0,199101,JD,6.0,CB,1.0,32.346666,-118.553333,93.3,45.0
5890,26672.0,199101,JD,7.0,CB,1.0,32.181666,-118.893333,93.3,50.0
5891,26673.0,199101,JD,8.0,CB,1.0,32.011666,-119.231666,93.3,55.0
5892,26674.0,199101,JD,9.0,CB,1.0,31.848333,-119.57,93.3,60.0
5893,26677.0,199101,JD,11.0,CB,1.0,31.181666,-120.92,93.3,80.0
5894,26678.0,199101,JD,12.0,CB,1.0,30.841666,-121.59,93.3,90.0
5895,26687.0,199101,JD,19.0,CB,1.0,31.416666,-121.985,90.0,90.0
5896,26691.0,199101,JD,23.0,CB,1.0,32.655,-119.48,90.0,53.0
5897,26690.0,199101,JD,22.0,CB,1.0,32.418333,-119.96,90.0,60.0
5898,26688.0,199101,JD,20.0,CB,1.0,31.751666,-121.313333,90.0,80.0
5899,26696.0,199101,JD,27.0,CB,1.0,33.485,-117.768333,90.0,28.0
5900,26697.0,199101,JD,28.0,CB,1.0,33.418333,-117.903333,90.0,30.0
5901,26695.0,199101,JD,26.0,CB,1.0,33.251666,-118.25,90.0,35.0
5902,26693.0,199101,JD,25.0,CB,1.0,33.183333,-118.388333,90.0,37.0
5903,26692.0,199101,JD,24.0,CB,1.0,32.918333,-118.933333,90.0,45.0
5904,26698.0,199101,JD,29.0,CB,1.0,33.89,-118.491666,86.7,33.0
5905,26699.0,199101,JD,30.0,CB,1.0,33.821666,-118.631666,86.7,35.0
5906,26700.0,199101,JD,31.0,CB,1.0,33.656666,-118.976666,86.7,40.0
5907,26702.0,199101,JD,32.0,CB,1.0,33.49,-119.316666,86.7,45.0
5908,26703.0,199101,JD,33.0,CB,1.0,33.323333,-119.661666,86.7,50.0
5909,26704.0,199101,JD,34.0,CB,1.0,33.156666,-120.006666,86.7,55.0
5910,26706.0,199101,JD,35.0,CB,1.0,32.99,-120.348333,86.7,60.0
5911,26707.0,199101,JD,36.0,CB,1.0,32.656666,-121.033333,86.7,70.0
5912,26712.0,199101,JD,41.0,CB,1.0,32.911666,-122.126666,83.3,80.0
5913,26708.0,199101,JD,37.0,CB,1.0,32.326666,-121.715,86.7,80.0
5914,26718.0,199101,JD,46.0,CB,1.0,34.178333,-119.508333,83.3,42.0
5915,26717.0,199101,JD,45.0,CB,1.0,33.878333,-120.131666,83.3,51.0
5916,26716.0,199101,JD,44.0,CB,1.0,33.728333,-120.445,83.3,55.0
5917,26714.0,199101,JD,43.0,CB,1.0,33.578333,-120.756666,83.3,60.0
5918,26713.0,199101,JD,42.0,CB,1.0,33.243333,-121.443333,83.3,70.0
5919,26721.0,199101,JD,49.0,CB,1.0,34.45,-120.523333,80.0,51.0
5920,26723.0,199101,JD,50.0,CB,1.0,34.316666,-120.801666,80.0,55.0
5921,26724.0,199101,JD,51.0,CB,1.0,34.15,-121.15,80.0,60.0
5922,26720.0,199101,JD,48.0,CB,1.0,34.275,-120.025,81.8,46.9
5923,26719.0,199101,JD,47.0,CB,1.0,34.225,-119.411666,83.3,40.6
5924,26725.0,199101,JD,52.0,CB,1.0,33.816666,-121.843333,80.0,70.0
5925,26734.0,199101,JD,59.0,CB,1.0,34.388333,-122.246666,76.7,70.0
5926,26737.0,199101,JD,62.0,CB,1.0,35.021666,-120.918333,76.7,51.0
5927,26736.0,199101,JD,61.0,CB,1.0,34.888333,-121.198333,76.7,55.0
5928,26735.0,199101,JD,60.0,CB,1.0,34.723333,-121.548333,76.7,60.0
5929,26740.0,199103,JD,1.0,CB,1.0,32.956666,-117.306666,93.3,26.7
5930,26741.0,199103,JD,2.0,CB,1.0,32.915,-117.395,93.3,28.0
5931,26742.0,199103,JD,3.0,CB,1.0,32.845,-117.531666,93.3,30.0
5932,26743.0,199103,JD,4.0,CB,1.0,32.678333,-117.875,93.3,35.0
5933,26744.0,199103,JD,5.0,CB,1.0,32.513333,-118.215,93.3,40.0
5934,26745.0,199103,JD,6.0,CB,1.0,32.348333,-118.555,93.3,45.0
5935,26747.0,199103,JD,7.0,CB,1.0,32.181666,-118.895,93.3,50.0
5936,26748.0,199103,JD,8.0,CB,1.0,32.013333,-119.235,93.3,55.0
5937,26749.0,199103,JD,9.0,CB,1.0,31.846666,-119.57,93.3,60.0
5938,26750.0,199103,JD,10.0,CB,1.0,31.513333,-120.245,93.3,70.0
5939,26751.0,199103,JD,11.0,CB,1.0,31.173333,-120.921666,93.3,80.0
5940,26753.0,199103,JD,12.0,CB,1.0,30.845,-121.588333,93.3,90.0
5941,26754.0,199103,JD,13.0,CB,1.0,30.515,-122.26,93.3,100.0
5942,26756.0,199103,JD,15.0,CB,1.0,30.173333,-122.923333,93.3,110.0
5943,26757.0,199103,JD,16.0,CB,1.0,29.846666,-123.586666,93.3,120.0
5944,26761.0,199103,JD,19.0,CB,1.0,31.085,-122.661666,90.0,100.0
5945,26759.0,199103,JD,18.0,CB,1.0,30.751666,-123.328333,90.0,110.0
5946,26758.0,199103,JD,17.0,CB,1.0,30.418333,-123.998333,90.0,120.0
5947,26762.0,199103,JD,20.0,CB,1.0,31.416666,-121.99,90.0,90.0
5948,26767.0,199103,JD,24.0,CB,1.0,32.651666,-119.48,90.0,53.0
5949,26766.0,199103,JD,23.0,CB,1.0,32.42,-119.958333,90.0,60.0
5950,26764.0,199103,JD,22.0,CB,1.0,32.085,-120.638333,90.0,70.0
5951,26763.0,199103,JD,21.0,CB,1.0,31.751666,-121.315,90.0,80.0
5952,26774.0,199103,JD,30.0,CB,1.0,33.89,-118.49,86.7,33.0
5953,26773.0,199103,JD,29.0,CB,1.0,33.485,-117.768333,90.0,28.0
5954,26772.0,199103,JD,28.0,CB,1.0,33.418333,-117.905,90.0,30.0
5955,26771.0,199103,JD,27.0,CB,1.0,33.251666,-118.25,90.0,35.0
5956,26769.0,199103,JD,26.0,CB,1.0,33.185,-118.388333,90.0,37.0
5957,26768.0,199103,JD,25.0,CB,1.0,32.92,-118.933333,90.0,45.0
5958,26775.0,199103,JD,31.0,CB,1.0,33.823333,-118.628333,86.7,35.0
5959,26776.0,199103,JD,32.0,CB,1.0,33.656666,-118.975,86.7,40.0
5960,26777.0,199103,JD,33.0,CB,1.0,33.49,-119.318333,86.7,45.0
5961,26779.0,199103,JD,34.0,CB,1.0,33.325,-119.663333,86.7,50.0
5962,26780.0,199103,JD,35.0,CB,1.0,33.156666,-120.006666,86.7,55.0
5963,26781.0,199103,JD,36.0,CB,1.0,32.99,-120.35,86.7,60.0
5964,26786.0,199103,JD,40.0,CB,1.0,31.655,-123.07,86.7,100.0
5965,26783.0,199103,JD,38.0,CB,1.0,32.323333,-121.716666,86.7,80.0
5966,26785.0,199103,JD,39.0,CB,1.0,31.988333,-122.393333,86.7,90.0
5967,26790.0,199103,JD,43.0,CB,1.0,32.241666,-123.493333,83.3,100.0
5968,26789.0,199103,JD,42.0,CB,1.0,31.913333,-124.17,83.3,110.0
5969,26787.0,199103,JD,41.0,CB,1.0,31.323333,-123.745,86.7,110.0
5970,26796.0,199103,JD,48.0,CB,1.0,33.745,-120.41,83.3,55.0
5971,26795.0,199103,JD,47.0,CB,1.0,33.578333,-120.753333,83.3,60.0
5972,26794.0,199103,JD,46.0,CB,1.0,33.223333,-121.471666,83.3,70.0
5973,26792.0,199103,JD,45.0,CB,1.0,32.911666,-122.131666,83.3,80.0
5974,26791.0,199103,JD,44.0,CB,1.0,32.578333,-122.811666,83.3,90.0
5975,26802.0,199103,JD,53.0,CB,1.0,34.451666,-120.523333,80.0,51.0
5976,26803.0,199103,JD,54.0,CB,1.0,34.316666,-120.801666,80.0,55.0
5977,26801.0,199103,JD,52.0,CB,1.0,34.275,-120.025,81.8,46.9
5978,26799.0,199103,JD,51.0,CB,1.0,34.225,-119.411666,83.3,40.6
5979,26798.0,199103,JD,50.0,CB,1.0,34.176666,-119.508333,83.3,42.0
5980,26797.0,199103,JD,49.0,CB,1.0,33.878333,-120.133333,83.3,51.0
5981,26804.0,199103,JD,55.0,CB,1.0,34.15,-121.15,80.0,60.0
5982,26805.0,199103,JD,56.0,CB,1.0,33.816666,-121.841666,80.0,70.0
5983,,199104,JD,2.0,CB,1.0,34.971666,-121.023333,76.7,52.5
5984,,199104,JD,3.0,CB,1.0,34.888333,-121.198333,76.7,55.0
5985,,199104,JD,6.0,CB,1.0,34.636666,-121.723333,76.7,62.5
5986,,199104,JD,7.0,CB,1.0,34.553333,-121.896666,76.7,65.0
5987,,199104,JD,8.0,CB,1.0,34.471666,-122.071666,76.7,67.5
5988,,199104,JD,9.0,CB,1.0,34.386666,-122.246666,76.7,70.0
5989,,199104,JD,10.0,CB,1.0,34.221666,-122.591666,76.7,75.0
5990,,199104,JD,11.0,CB,1.0,34.053333,-122.941666,76.7,80.0
5991,,199104,JD,27.0,CB,1.0,35.613333,-121.33,73.3,50.9
5992,,199104,JD,28.0,CB,1.0,35.56,-121.431666,73.3,52.5
5993,,199104,JD,29.0,CB,1.0,35.476666,-121.608333,73.3,55.0
5994,,199104,JD,34.0,CB,1.0,35.06,-122.491666,73.3,67.5
5995,,199104,JD,35.0,CB,1.0,34.976666,-122.665,73.3,70.0
5996,,199104,JD,38.0,CB,1.0,34.475,-123.713333,73.3,85.0
5997,,199104,JD,54.0,CB,1.0,36.131666,-121.831666,70.0,52.5
5998,,199104,JD,55.0,CB,1.0,36.048333,-122.01,70.0,55.0
5999,,199104,JD,56.0,CB,1.0,35.965,-122.186666,70.0,57.5
6000,,199104,JD,57.0,CB,1.0,35.881666,-122.365,70.0,60.0
6001,,199104,JD,59.0,CB,1.0,35.715,-122.721666,70.0,65.0
6002,,199104,JD,60.0,CB,1.0,35.63,-122.901666,70.0,67.5
6003,,199104,JD,63.0,CB,1.0,35.215,-123.78,70.0,80.0
6004,,199104,JD,67.0,CB,1.0,35.62,-124.55,66.7,85.0
6005,,199104,JD,64.0,CB,1.0,35.048333,-124.13,70.0,85.0
6006,,199104,JD,68.0,CB,1.0,35.786666,-124.195,66.7,80.0
6007,,199104,JD,73.0,CB,1.0,36.37,-122.953333,66.7,62.5
6008,,199104,JD,78.0,CB,1.0,36.786666,-122.058333,66.7,50.0
6009,,199104,JD,77.0,CB,1.0,36.703333,-122.235,66.7,52.5
6010,,199104,JD,76.0,CB,1.0,36.621666,-122.413333,66.7,55.0
6011,,199104,JD,75.0,CB,1.0,36.536666,-122.591666,66.7,57.5
6012,,199104,JD,74.0,CB,1.0,36.451666,-122.773333,66.7,60.0
6013,26979.0,199202,JD,1.0,CB,1.0,32.958333,-117.305,93.3,26.7
6014,26980.0,199202,JD,2.0,CB,1.0,32.913333,-117.393333,93.3,28.0
6015,26981.0,199202,JD,3.0,CB,1.0,32.846666,-117.531666,93.3,30.0
6016,26982.0,199202,JD,4.0,CB,1.0,32.68,-117.876666,93.3,35.0
6017,26987.0,199202,JD,8.0,CB,1.0,32.133333,-119.233333,92.8,54.1
6018,26983.0,199202,JD,5.0,CB,1.0,32.513333,-118.213333,93.3,40.0
6019,26984.0,199202,JD,6.0,CB,1.0,32.345,-118.555,93.3,45.0
6020,26986.0,199202,JD,7.0,CB,1.0,32.18,-118.893333,93.3,50.0
6021,26988.0,199202,JD,9.0,CB,1.0,31.846666,-119.571666,93.3,60.0
6022,26989.0,199202,JD,10.0,CB,1.0,31.513333,-120.246666,93.3,70.0
6023,27003.0,199202,JD,21.0,CB,1.0,32.085,-120.638333,90.0,70.0
6024,27002.0,199202,JD,20.0,CB,1.0,31.75,-121.315,90.0,80.0
6025,27010.0,199202,JD,27.0,CB,1.0,33.416666,-117.905,90.0,30.0
6026,27009.0,199202,JD,26.0,CB,1.0,33.25,-118.25,90.0,35.0
6027,27008.0,199202,JD,25.0,CB,1.0,33.185,-118.386666,90.0,37.0
6028,27007.0,199202,JD,24.0,CB,1.0,32.918333,-118.933333,90.0,45.0
6029,27005.0,199202,JD,23.0,CB,1.0,32.653333,-119.48,90.0,53.0
6030,27004.0,199202,JD,22.0,CB,1.0,32.418333,-119.96,90.0,60.0
6031,27012.0,199202,JD,29.0,CB,1.0,33.89,-118.49,86.7,33.0
6032,27014.0,199202,JD,30.0,CB,1.0,33.823333,-118.628333,86.7,35.0
6033,27015.0,199202,JD,31.0,CB,1.0,33.683333,-118.933333,86.7,39.5
6034,27016.0,199202,JD,32.0,CB,1.0,33.49,-119.318333,86.7,45.0
6035,27011.0,199202,JD,28.0,CB,1.0,33.485,-117.766666,90.0,28.0
6036,27017.0,199202,JD,33.0,CB,1.0,33.323333,-119.663333,86.7,50.0
6037,27018.0,199202,JD,34.0,CB,1.0,33.156666,-120.006666,86.7,55.0
6038,27019.0,199202,JD,35.0,CB,1.0,32.988333,-120.35,86.7,60.0
6039,27021.0,199202,JD,36.0,CB,1.0,32.658333,-121.033333,86.7,70.0
6040,27022.0,199202,JD,37.0,CB,1.0,32.323333,-121.715,86.7,80.0
6041,27023.0,199202,JD,38.0,CB,1.0,31.99,-122.391666,86.7,90.0
6042,27032.0,199202,JD,45.0,CB,1.0,33.245,-121.441666,83.3,70.0
6043,27039.0,199202,JD,51.0,CB,1.0,34.275,-120.025,81.8,46.9
6044,27038.0,199202,JD,50.0,CB,1.0,34.225,-119.41,83.3,40.6
6045,27037.0,199202,JD,49.0,CB,1.0,34.178333,-119.508333,83.3,42.0
6046,27035.0,199202,JD,48.0,CB,1.0,33.878333,-120.131666,83.3,51.0
6047,27034.0,199202,JD,47.0,CB,1.0,33.745,-120.408333,83.3,55.0
6048,27033.0,199202,JD,46.0,CB,1.0,33.578333,-120.755,83.3,60.0
6049,27040.0,199202,JD,52.0,CB,1.0,34.45,-120.523333,80.0,51.0
6050,27041.0,199202,JD,53.0,CB,1.0,34.316666,-120.801666,80.0,55.0
6051,27043.0,199202,JD,54.0,CB,1.0,34.15,-121.15,80.0,60.0
6052,27044.0,199202,JD,55.0,CB,1.0,33.816666,-121.841666,80.0,70.0
6053,27045.0,199202,JD,56.0,CB,1.0,33.483333,-122.531666,80.0,80.0
6054,27046.0,199202,JD,57.0,CB,1.0,33.15,-123.22,80.0,90.0
6055,27053.0,199202,JD,62.0,CB,1.0,34.388333,-122.246666,76.7,70.0
6056,27051.0,199202,JD,61.0,CB,1.0,34.055,-122.94,76.7,80.0
6057,27050.0,199202,JD,60.0,CB,1.0,33.72,-123.633333,76.7,90.0
6058,27056.0,199204,JD,1.0,CB,1.0,32.956666,-117.306666,93.3,26.7
6059,27058.0,199204,JD,2.0,CB,1.0,32.913333,-117.395,93.3,28.0
6060,27059.0,199204,JD,3.0,CB,1.0,32.845,-117.531666,93.3,30.0
6061,27060.0,199204,JD,4.0,CB,1.0,32.676666,-117.873333,93.3,35.0
6062,27061.0,199204,JD,5.0,CB,1.0,32.513333,-118.213333,93.3,40.0
6063,27062.0,199204,JD,6.0,CB,1.0,32.346666,-118.555,93.3,45.0
6064,27064.0,199204,JD,7.0,CB,1.0,32.178333,-118.893333,93.3,50.0
6065,27067.0,199204,JD,10.0,CB,1.0,31.513333,-120.245,93.3,70.0
6066,27077.0,199204,JD,18.0,CB,1.0,33.418333,-117.905,90.0,30.0
6067,27079.0,199204,JD,19.0,CB,1.0,33.251666,-118.251666,90.0,35.0
6068,27080.0,199204,JD,20.0,CB,1.0,33.185,-118.386666,90.0,37.0
6069,27081.0,199204,JD,21.0,CB,1.0,32.918333,-118.933333,90.0,45.0
6070,27082.0,199204,JD,22.0,CB,1.0,32.651666,-119.481666,90.0,53.0
6071,27086.0,199204,JD,25.0,CB,1.0,31.753333,-121.315,90.0,80.0
6072,27096.0,199204,JD,33.0,CB,1.0,32.656666,-121.035,86.7,70.0
6073,27102.0,199204,JD,38.0,CB,1.0,33.683333,-118.935,86.7,39.5
6074,27101.0,199204,JD,37.0,CB,1.0,33.49,-119.318333,86.7,45.0
6075,27100.0,199204,JD,36.0,CB,1.0,33.323333,-119.663333,86.7,50.0
6076,27098.0,199204,JD,35.0,CB,1.0,33.156666,-120.008333,86.7,55.0
6077,27097.0,199204,JD,34.0,CB,1.0,32.99,-120.35,86.7,60.0
6078,27108.0,199204,JD,43.0,CB,1.0,34.275,-120.025,81.8,46.9
6079,27106.0,199204,JD,41.0,CB,1.0,34.223333,-119.411666,83.3,40.6
6080,27107.0,199204,JD,42.0,CB,1.0,34.178333,-119.508333,83.3,42.0
6081,27109.0,199204,JD,44.0,CB,1.0,33.88,-120.133333,83.3,51.0
6082,27104.0,199204,JD,40.0,CB,1.0,33.89,-118.49,86.7,33.0
6083,27103.0,199204,JD,39.0,CB,1.0,33.823333,-118.628333,86.7,35.0
6084,27112.0,199204,JD,46.0,CB,1.0,34.316666,-120.801666,80.0,55.0
6085,27114.0,199204,JD,48.0,CB,1.0,33.818333,-121.843333,80.0,70.0
6086,27110.0,199204,JD,45.0,CB,1.0,33.745,-120.41,83.3,55.0
6087,27115.0,199204,JD,49.0,CB,1.0,33.483333,-122.533333,80.0,80.0
6088,27124.0,199204,JD,56.0,CB,1.0,34.72,-121.551666,76.7,60.0
6089,27121.0,199204,JD,54.0,CB,1.0,34.055,-122.94,76.7,80.0
6090,27120.0,199204,JD,53.0,CB,1.0,33.721666,-123.633333,76.7,90.0
6091,27127.0,199204,JD,59.0,CB,1.0,35.088333,-120.775,76.7,49.0
6092,27126.0,199204,JD,58.0,CB,1.0,35.021666,-120.916666,76.7,51.0
6093,27125.0,199204,JD,57.0,CB,1.0,34.888333,-121.198333,76.7,55.0
6094,27129.0,199204,JD,60.0,CB,1.0,34.451666,-120.523333,80.0,51.0
6095,27130.0,199204,JD,61.0,CB,1.0,33.576666,-120.755,83.3,60.0
6096,27131.0,199204,JD,62.0,CB,1.0,33.245,-121.441666,83.3,70.0
6097,27293.0,199301,JD,1.0,CB,1.0,32.956666,-117.295,93.3,26.7
6098,27294.0,199301,JD,2.0,CB,1.0,32.913333,-117.391666,93.3,28.0
6099,27295.0,199301,JD,3.0,CB,1.0,32.848333,-117.526666,93.3,30.0
6100,27296.0,199301,JD,4.0,CB,1.0,32.68,-117.873333,93.3,35.0
6101,27297.0,199301,JD,5.0,CB,1.0,32.513333,-118.213333,93.3,40.0
6102,27298.0,199301,JD,6.0,CB,1.0,32.346666,-118.553333,93.3,45.0
6103,27300.0,199301,JD,7.0,CB,1.0,32.178333,-118.891666,93.3,50.0
6104,27301.0,199301,JD,8.0,CB,1.0,32.013333,-119.233333,93.3,55.0
6105,27302.0,199301,JD,9.0,CB,1.0,31.846666,-119.57,93.3,60.0
6106,27303.0,199301,JD,10.0,CB,1.0,31.513333,-120.246666,93.3,70.0
6107,27306.0,199301,JD,12.0,CB,1.0,30.846666,-121.59,93.3,90.0
6108,27316.0,199301,JD,20.0,CB,1.0,31.751666,-121.315,90.0,80.0
6109,27323.0,199301,JD,26.0,CB,1.0,33.25,-118.25,90.0,35.0
6110,27322.0,199301,JD,25.0,CB,1.0,33.185,-118.386666,90.0,37.0
6111,27321.0,199301,JD,24.0,CB,1.0,32.916666,-118.935,90.0,45.0
6112,27320.0,199301,JD,23.0,CB,1.0,32.651666,-119.481666,90.0,53.0
6113,27318.0,199301,JD,22.0,CB,1.0,32.418333,-119.96,90.0,60.0
6114,27317.0,199301,JD,21.0,CB,1.0,32.085,-120.638333,90.0,70.0
6115,27328.0,199301,JD,30.0,CB,1.0,33.89,-118.49,86.7,33.0
6116,27327.0,199301,JD,29.0,CB,1.0,33.823333,-118.628333,86.7,35.0
6117,27329.0,199301,JD,31.0,CB,1.0,33.655,-118.975,86.7,40.0
6118,27330.0,199301,JD,32.0,CB,1.0,33.49,-119.318333,86.7,45.0
6119,27325.0,199301,JD,28.0,CB,1.0,33.485,-117.768333,90.0,28.0
6120,27324.0,199301,JD,27.0,CB,1.0,33.418333,-117.905,90.0,30.0
6121,27331.0,199301,JD,33.0,CB,1.0,33.323333,-119.663333,86.7,50.0
6122,27332.0,199301,JD,34.0,CB,1.0,33.156666,-120.008333,86.7,55.0
