sample,ST_ID,Date_extracted,Batch,Volume_mL,Notes,PCR_name,Cst_Cnt,Cruise_ID,Cruise,Cruz_Sta,DbSta_ID,Cast_ID,Sta_ID,Quarter,Sta_Code,Distance,Date,Julian_Date,Julian_Day,Time,Lat_Dec,Lat_Deg,Lat_Min,Lat_Hem,Lon_Dec,Lon_Deg,Lon_Min,Lon_Hem,Rpt_Line,Ac_Line,Rpt_Sta,Ac_Sta,Bottom_D,Secchi,ForelU,Ship_Name,Ship_Code,Data_Type,Order_Occ,Event_Num,Cruz_Leg,Orig_Sta_ID,Data_Or,Cruz_Num,IntChl,IntC14,Inc_Str,Inc_End,PST_LAN,Civil_T,TimeZone,Wave_Dir,Wave_Ht,Wave_Prd,Wind_Dir,Wind_Spd,Barometer,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility,mean_100_T,mean_100_Salinity,mean_100_O2,mean_100_O2_sat,mean_100_silicate,mean_100_PO4,mean_100_NO3,mean_100_NO2,mean_100_NH3,mean_100_CHLa,mean_100_Phaeo,mean_100_DIC1,mean_100_TA1,mean_100_LightP,mean_100_pH1
2004_3_93.3_60,0404_93.3_60,2019-06-26,6,125,low_normal,Miu_1_a_32,30517,2004-03-23-C-32NM,200404,2.00404e+13,9330600,20-0404NM-MX-085-0221-09330600,093.3 060.0,1,ST,-134.47,3/25/04,38071,85,12/30/1899 02:21:00,31.846666,31,50.8,N,-119.575,-119,34.5,W,93.3,93.3,60,60,1902,NA,NA,RV NEW HORIZON,32NM,MX,9,82,NA,93   60,3101,404,36.1,NA,,,,,NA,32,8,8,32,18,1016.8,14.9,13.8,1,2,4,6,12.665,33.113,5.4475,90.5666666666667,5.60833333333333,0.71,5.825,0.0883333333333333,NA,0.396666666666667,0.256666666666667,NA,NA,NA,NA
2005_4_80_60,0504_80_60,2019-06-27,7,125,low_normal,Miu_1_a_33,30809,2005-04-15-C-32NM,200504,2.00504e+13,8000600,20-0504NM-PR-117-1841-08000600,080.0 060.0,2,ST,-38.743,4/27/05,38469,117,12/30/1899 18:41:00,34.146667,34,8.8,N,-121.15,-121,9,W,80,80,60,60,2180,11,NA,RV NEW HORIZON,32NM,PR,62,612,NA,80.0 60.0,3101,504,119,455.9,12/30/1899 12:05:00,12/30/1899 19:15:00,12/30/1899 12:02:00,12/30/1899 19:16:00,8,19,3,8,20,18,1015.1,14,13,6,6,8,5,11.7553333333333,33.3392666666667,5.41933333333333,88.3866666666667,8.57333333333333,0.982,8.35333333333333,0.124666666666667,NA,1.186,1.08133333333333,NA,NA,0.0714285714285714,NA
2005_4_86.7_50,0504_86.7_50,2019-06-27,7,125,low,Miu_1_a_34,30833,2005-04-15-C-32NM,200504,2.00504e+13,8670500,20-0504NM-MX-116-1245-08670500,086.7 050.0,2,ST,-71.279,4/26/05,38468,116,12/30/1899 12:45:00,33.321667,33,19.3,N,-119.665,-119,39.9,W,86.7,86.7,50,50,84,NA,NA,RV NEW HORIZON,32NM,MX,53,522,NA,86.7 50.0,3101,504,102.4,NA,,,,,NA,NA,NA,NA,31,20,1014.7,13.4,12.1,NA,NA,NA,NA,13.0918181818182,33.1754545454545,5.77454545454545,96.6818181818182,3.43636363636364,0.571818181818182,3.07272727272727,0.0481818181818182,NA,1.39363636363636,0.841818181818182,NA,NA,NA,NA
2005_4_93.3_30,0504_93.3_30,2019-06-27,7,125,normal_orange,Miu_1_a_35,30859,2005-04-15-C-32NM,200504,2.00504e+13,9330300,20-0504NM-MX-106-0532-09330300,093.3 030.0,2,ST,-15.569,4/16/05,38458,106,12/30/1899 05:32:00,32.843333,32,50.6,N,-117.54,-117,32.4,W,93.3,93.3,30,30.1,872,NA,NA,RV NEW HORIZON,32NM,MX,5,42,NA,93.3 30.0,3101,504,74.9,NA,,,,,NA,NA,NA,NA,2,2,1012,15.9,14.5,NA,NA,NA,NA,11.0854545454545,33.5686363636364,3.79090909090909,61.3545454545455,15.2818181818182,1.46818181818182,16.5,0.0754545454545455,NA,0.63,0.268181818181818,NA,NA,NA,NA
2005_4_93.3_60,0504_93.3_60,2019-06-27,7,125,low_normal,Miu_1_a_36,30865,2005-04-15-C-32NM,200504,2.00504e+13,9330600,20-0504NM-MX-107-0606-09330600,093.3 060.0,2,ST,-134.974,4/17/05,38459,107,12/30/1899 06:06:00,31.848333,31,50.9,N,-119.58,-119,34.8,W,93.3,93.3,60,60.1,1857,NA,NA,RV NEW HORIZON,32NM,MX,11,102,NA,93.3 60.0,3101,504,45.3,NA,,,,,NA,NA,NA,NA,32,13,1015.3,14.5,12.9,NA,NA,NA,NA,14.3090909090909,33.1559090909091,5.59818181818182,96.1454545454545,3.46363636363636,0.511818181818182,2.40909090909091,0.03,NA,0.37,0.1,NA,NA,NA,NA
2006_4_80_60,0604_80_60,2019-06-27,8,125,low_normal_orange,Miu_1_a_37,31153,2006-04-01-C-32NM,200604,2.00604e+13,8000600,20-0604NM-MX-104-0824-08000600,080.0 060.0,2,ST,-38.48,4/14/06,38821,104,12/30/1899 08:24:00,34.155,34,9.3,N,-121.155,-121,9.3,W,80,80,60,60,2225,NA,NA,RV NEW HORIZON,32NM,MX,62,612,NA,80.0 60.0,3101,604,58.1,NA,,,,,NA,NA,NA,NA,24,5,1010.3,13.5,12.9,NA,NA,NA,NA,12.6636363636364,33.3560909090909,5.39545454545455,89.9363636363636,7.72727272727273,0.750909090909091,6.70909090909091,0.147272727272727,NA,0.647272727272727,0.149090909090909,NA,NA,NA,NA
2006_4_86.7_50,0604_86.7_50,2019-06-27,8,125,low_normal,Miu_1_a_38,31129,2006-04-01-C-32NM,200604,2.00604e+13,8670500,20-0604NM-MX-099-1226-08670500,086.7 050.0,2,ST,-70.59,4/9/06,38816,99,12/30/1899 12:26:00,33.318333,33,19.1,N,-119.65,-119,39,W,86.7,86.7,50,49.9,77,NA,NA,RV NEW HORIZON,32NM,MX,38,372,NA,86.7 50.0,3101,604,86.2,NA,,,,,NA,NA,NA,NA,32,15,1015.6,12.9,11.9,NA,NA,NA,NA,11.76,33.5442222222222,4.82875,78.7875,12.0875,1.08,11.45,0.22125,NA,1.14125,0.3575,NA,NA,NA,NA
2006_4_93.3_30,0604_93.3_30,2019-06-27,8,125,low_normal_orange,Miu_1_a_39,31096,2006-04-01-C-32NM,200604,2.00604e+13,9330300,20-0604NM-MX-092-0720-09330300,093.3 030.0,2,ST,-14.88,4/2/06,38809,92,12/30/1899 07:20:00,32.846666,32,50.8,N,-117.533333,-117,32,W,93.3,93.3,30,30,856,NA,NA,RV NEW HORIZON,32NM,MX,5,42,NA,93.3 30.0,3101,604,51.8,NA,,,,,NA,NA,NA,NA,32,11,1020.1,14,11.8,NA,NA,NA,NA,11.754,33.6215,4.228,69.9,14.16,1.218,13.87,0.042,NA,0.535,0.184,NA,NA,NA,NA
2006_4_93.3_60,0604_93.3_60,2019-06-27,8,125,low_normal_orange,Miu_1_a_40,31102,2006-04-01-C-32NM,200604,2.00604e+13,9330600,20-0604NM-MX-093-1106-09330600,093.3 060.0,2,ST,-134.55,4/3/06,38810,93,12/30/1899 11:06:00,31.846666,31,50.8,N,-119.576666,-119,34.6,W,93.3,93.3,60,60.1,1904,NA,NA,RV NEW HORIZON,32NM,MX,11,102,NA,93.3 60.0,3101,604,31.5,NA,,,,,NA,NA,NA,NA,18,7,1016.4,15.3,14.5,NA,NA,NA,NA,11.748,33.4758,4.628,76.04,11.66,1.117,12.35,0.073,NA,0.294,0.109,NA,NA,NA,NA
2007_4_80_60,0704_80_60,2019-06-27,8,120,normal,Miu_1_a_41,31424,2007-03-27-C-31JD,200704,2.00704e+13,8000600,20-0704JD-MX-104-0803-08000600,080.0 060.0,2,ST,-38.46,4/14/07,39186,104,12/30/1899 08:03:00,34.148333,34,8.9,N,-121.15,-121,9,W,80,80,60,60,2175,NA,NA,RV DAVID STARR JORDAN,31JD,MX,53,522,NA,80.0 60.0,3101,704,80.6,NA,,,,,NA,NA,NA,NA,32,15,1020.2,12.7,11,NA,NA,NA,NA,11.238,33.6563,4.728,76.76,13.51,1.282,14.6,0.19,NA,0.842,0.263,NA,NA,NA,NA
2007_4_86.7_50,0704_86.7_50,2019-06-27,9,125,low_normal,Miu_1_a_43,31440,2007-03-27-C-31JD,200704,2.00704e+13,8670500,20-0704JD-MX-098-0436-08670500,086.7 050.0,2,ST,-70.88,4/8/07,39180,98,12/30/1899 04:36:00,33.323333,33,19.4,N,-119.66,-119,39.6,W,86.7,86.7,50,50,78,NA,NA,RV DAVID STARR JORDAN,31JD,MX,37,362,NA,86.7 50.0,3101,704,34.9,NA,,,,,NA,NA,NA,NA,31,21,1013.5,14.1,13.5,NA,NA,NA,NA,12.444,33.6286,5.28666666666667,87.5444444444444,10.2666666666667,0.948888888888889,9.01111111111111,0.173333333333333,NA,0.49,0.22,NA,NA,NA,NA
2007_3_93.3_30,0704_93.3_30,2019-06-27,9,125,low_normal,Miu_1_a_44,31467,2007-03-27-C-31JD,200704,2.00704e+13,9330300,20-0704JD-MX-087-1509-09330300,093.3 030.0,1,ST,-14.62,3/28/07,39169,87,12/30/1899 15:09:00,32.845,32,50.7,N,-117.526666,-117,31.6,W,93.3,93.3,30,30,829,13,NA,RV DAVID STARR JORDAN,31JD,MX,4,32,NA,93.3 30.0,3101,704,44.3,NA,,,,,NA,32,3,6,1,14,1018.3,13.8,10.9,1,0,1,8,12.8008333333333,33.6284166666667,4.8025,80.675,9.22727272727273,0.897272727272727,8,0.07,NA,0.595454545454545,0.253636363636364,NA,NA,NA,NA
