cruise,ship,ship_code,order_occupied,tow_type,tow_number,net_location,time,latitude,longitude,line,station,standard_haul_factor,volume_sampled,proportion_sorted,scientific_name,common_name,itis_tsn,calcofi_species_code,invert_count,inverts_10m2,inverts_100m3
,,,,,,,UTC,degrees_north,degrees_east,,,,meters^3,,,,,,,Invertebrates 10/M^2,Invertebrates 100/M^3
197804,DAVID STARR JORDAN,JD,120,CB,1,S,1978-04-24T14:05:00Z,29.845,-117.36667,106.7,50.0,5.59,375.0,1.0,Teuthida,,82367,9540,3,16.77,NaN
197805,DAVID STARR JORDAN,JD,86,CB,1,S,1978-05-31T00:05:00Z,32.0,-119.225,93.3,55.0,5.11,409.3,0.543,Teuthida,,82367,9540,1,9.410682,NaN
197805,DAVID STARR JORDAN,JD,89,CB,1,S,1978-05-31T13:50:00Z,31.175,-120.916664,93.3,80.0,5.15,414.8,1.0,Teuthida,,82367,9540,2,10.3,NaN
197808,DAVID STARR JORDAN,JD,13,CB,1,S,1978-08-03T07:40:00Z,31.5,-120.23333,93.3,70.0,5.37,394.8,1.0,Teuthida,,82367,9540,1,5.37,NaN
197808,DAVID STARR JORDAN,JD,29,CB,1,S,1978-08-07T15:45:00Z,30.416666,-124.0,90.0,120.0,5.33,398.6,1.0,Teuthida,,82367,9540,3,15.99,NaN
197808,DAVID STARR JORDAN,JD,34,CB,1,S,1978-08-08T22:10:00Z,32.075,-120.64166,90.0,70.0,5.67,387.3,1.0,Teuthida,,82367,9540,2,11.34,NaN
197808,DAVID STARR JORDAN,JD,55,CB,1,S,1978-08-12T17:45:00Z,33.166664,-120.0,86.7,55.0,5.65,372.2,0.419,Teuthida,,82367,9540,1,13.484487,NaN
197808,DAVID STARR JORDAN,JD,56,CB,1,S,1978-08-12T22:45:00Z,33.0,-120.35833,86.7,60.0,5.27,401.6,0.49,Teuthida,,82367,9540,2,21.510204,NaN
197808,DAVID STARR JORDAN,JD,112,CB,1,S,1978-08-25T21:55:00Z,37.616665,-123.61667,60.0,60.0,5.45,390.0,0.489,Teuthida,,82367,9540,4,44.580776,NaN
197808,VON HUMBOLDT,VA,14,CB,1,S,1978-08-04T09:00:00Z,29.916666,-121.833336,96.7,100.0,5.79,370.9,1.0,Teuthida,,82367,9540,1,5.79,NaN
198012,DAVID STARR JORDAN,JD,6,MT,1,,1980-11-27T05:50:00Z,33.158333,-120.00667,86.7,55.0,0.01,113.6,1.0,Teuthida,,82367,9540,2,NaN,1.7605634
198012,DAVID STARR JORDAN,JD,21,MT,1,,1980-11-30T03:10:00Z,32.913334,-117.39,93.3,28.0,0.02,85.5,1.0,Doryteuthis opalescens,Market squid,82371,9542,2,NaN,2.3391812
198012,DAVID STARR JORDAN,JD,22,MT,1,,1980-11-30T05:15:00Z,32.846664,-117.53167,93.3,30.0,0.01,105.3,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,0.94966763
198012,DAVID STARR JORDAN,JD,26,MT,1,,1980-11-30T17:15:00Z,32.18,-118.89166,93.3,50.0,0.01,103.6,1.0,Teuthida,,82367,9540,1,NaN,0.96525097
198012,DAVID STARR JORDAN,JD,64,MT,1,,1980-12-07T09:05:00Z,30.458332,-116.16333,106.7,32.0,0.01,109.5,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,0.913242
198012,NEW HORIZON,NH,6,MT,1,,1980-12-10T09:05:00Z,33.578335,-120.75667,83.3,60.0,0.02,87.7,1.0,Teuthida,,82367,9540,1,NaN,1.1402508
198012,NEW HORIZON,NH,32,MT,1,,1980-12-15T02:55:00Z,36.115,-121.871666,70.0,53.0,0.02,75.2,1.0,Doryteuthis opalescens,Market squid,82371,9542,3,NaN,3.9893618
198012,NEW HORIZON,NH,45,MT,1,,1980-12-17T12:42:00Z,36.82,-121.985,66.7,49.0,0.01,110.4,1.0,Teuthida,,82367,9540,1,NaN,0.9057971
198012,NEW HORIZON,NH,47,MT,1,,1980-12-17T20:00:00Z,37.315,-122.61667,63.3,52.0,0.02,71.6,1.0,Teuthida,,82367,9540,1,NaN,1.396648
198101,DAVID STARR JORDAN,JD,51,MT,1,,1981-01-18T06:00:00Z,31.511665,-120.246666,93.3,70.0,0.02,90.2,1.0,Teuthida,,82367,9540,1,NaN,1.1086475
198101,DAVID STARR JORDAN,JD,55,MT,1,,1981-01-18T20:22:00Z,32.346664,-118.555,93.3,45.0,0.02,93.7,1.0,Teuthida,,82367,9540,3,NaN,3.2017076
198101,DAVID STARR JORDAN,JD,107,MT,1,,1981-01-29T22:47:00Z,37.863335,-123.06333,60.0,52.5,0.03,56.3,1.0,Teuthida,,82367,9540,1,NaN,1.776199
198101,DAVID STARR JORDAN,JD,114,MT,1,,1981-01-30T20:08:00Z,36.82,-121.985,66.7,49.0,0.02,71.4,1.0,Teuthida,,82367,9540,1,NaN,1.4005603
198101,DAVID STARR JORDAN,JD,115,MT,1,,1981-01-30T21:48:00Z,36.786667,-122.05666,66.7,50.0,0.02,69.1,1.0,Teuthida,,82367,9540,1,NaN,1.447178
198101,DAVID STARR JORDAN,JD,118,MT,1,,1981-01-31T08:48:00Z,35.881664,-122.365,70.0,60.0,0.02,74.2,1.0,Teuthida,,82367,9540,1,NaN,1.347709
198102,DAVID STARR JORDAN,JD,5,MT,1,,1981-02-13T06:40:00Z,32.958332,-117.305,93.3,26.7,0.01,105.5,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,0.9478673
198102,DAVID STARR JORDAN,JD,6,MT,1,,1981-02-13T08:05:00Z,32.913334,-117.395,93.3,28.0,0.01,112.6,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,0.8880995
198102,DAVID STARR JORDAN,JD,8,MT,1,,1981-02-13T10:15:00Z,32.846664,-117.53167,93.3,30.0,0.01,103.2,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,0.96899223
198102,DAVID STARR JORDAN,JD,163,MT,1,,1981-02-18T04:45:00Z,33.321667,-119.66,86.7,50.0,0.02,93.1,1.0,Doryteuthis opalescens,Market squid,82371,9542,2,NaN,2.1482277
198102,DAVID STARR JORDAN,JD,571,MT,1,,1981-03-07T03:35:00Z,34.316666,-120.79833,80.0,55.0,0.02,82.8,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,1.2077295
198102,DAVID STARR JORDAN,JD,576,MT,1,,1981-03-07T07:40:00Z,34.151665,-121.14833,80.0,60.0,0.02,88.6,1.0,Doryteuthis opalescens,Market squid,82371,9542,382,NaN,431.15125
198102,DAVID STARR JORDAN,JD,576,MT,1,,1981-03-07T07:40:00Z,34.151665,-121.14833,80.0,60.0,0.02,88.6,1.0,Teuthida,,82367,9540,1,NaN,1.1286682
198102,DAVID STARR JORDAN,JD,638,MT,1,,1981-03-09T05:19:00Z,36.181667,-121.72667,70.0,51.0,0.02,96.3,1.0,Doryteuthis opalescens,Market squid,82371,9542,2,NaN,2.0768433
198102,DAVID STARR JORDAN,JD,649,MT,1,,1981-03-09T12:30:00Z,36.818333,-121.99,66.7,49.0,0.01,106.2,1.0,Teuthida,,82367,9540,1,NaN,0.9416196
198102,DAVID STARR JORDAN,JD,650,MT,1,,1981-03-09T14:05:00Z,36.786667,-122.05666,66.7,50.0,0.02,101.2,1.0,Teuthida,,82367,9540,1,NaN,0.9881423
198102,DAVID STARR JORDAN,JD,670,MT,1,,1981-03-10T03:50:00Z,37.04,-123.19334,63.3,60.0,0.02,99.6,1.0,Teuthida,,82367,9540,115,NaN,115.461845
198102,DAVID STARR JORDAN,JD,680,MT,1,,1981-03-10T12:35:00Z,37.376667,-122.471664,63.3,50.0,0.02,79.1,1.0,Doryteuthis opalescens,Market squid,82371,9542,2,NaN,2.528445
198102,NEW HORIZON,NH,9,MT,1,,1981-02-17T05:29:00Z,36.116665,-123.5,66.7,70.0,0.02,92.5,1.0,Teuthida,,82367,9540,1,NaN,1.081081
198102,NEW HORIZON,NH,10,MT,1,,1981-02-17T10:51:00Z,35.551666,-123.07333,70.0,70.0,0.03,63.4,1.0,Teuthida,,82367,9540,3,NaN,4.731861
198104,DAVID STARR JORDAN,JD,71,MT,1,,1981-04-03T05:45:00Z,30.491667,-116.096664,106.7,31.0,0.02,73.7,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,1.356852
198104,DAVID STARR JORDAN,JD,75,MT,1,,1981-04-03T11:00:00Z,30.358334,-116.363335,106.7,35.0,0.02,96.7,1.0,Doryteuthis opalescens,Market squid,82371,9542,2,NaN,2.0682523
198104,DAVID STARR JORDAN,JD,106,MT,1,,1981-04-04T11:10:00Z,30.948334,-116.74333,103.3,35.0,0.02,80.7,1.0,Doryteuthis opalescens,Market squid,82371,9542,3,NaN,3.717472
198104,DAVID STARR JORDAN,JD,133,MT,1,,1981-04-05T07:55:00Z,31.685,-116.778336,100.0,30.0,0.01,104.5,1.0,Doryteuthis opalescens,Market squid,82371,9542,3,NaN,2.8708134
198104,DAVID STARR JORDAN,JD,165,MT,1,,1981-04-06T07:00:00Z,32.256664,-117.14667,96.7,30.0,0.02,91.7,1.0,Doryteuthis opalescens,Market squid,82371,9542,2,NaN,2.181025
198104,DAVID STARR JORDAN,JD,167,MT,1,,1981-04-06T09:10:00Z,32.19,-117.28333,96.7,32.0,0.01,104.9,1.0,Doryteuthis opalescens,Market squid,82371,9542,7,NaN,6.673022
198104,DAVID STARR JORDAN,JD,197,MT,1,,1981-04-08T04:55:00Z,32.956665,-117.30333,93.3,26.7,0.02,88.9,1.0,Doryteuthis opalescens,Market squid,82371,9542,8,NaN,8.998875
198104,DAVID STARR JORDAN,JD,198,MT,1,,1981-04-08T06:25:00Z,32.913334,-117.395,93.3,28.0,0.02,88.0,1.0,Doryteuthis opalescens,Market squid,82371,9542,5,NaN,5.681818
198104,DAVID STARR JORDAN,JD,200,MT,1,,1981-04-08T08:40:00Z,32.846664,-117.53167,93.3,30.0,0.02,95.6,1.0,Doryteuthis opalescens,Market squid,82371,9542,15,NaN,15.690376
198104,DAVID STARR JORDAN,JD,215,MT,1,,1981-04-08T19:40:00Z,32.345,-118.555,93.3,45.0,0.02,89.5,1.0,Doryteuthis opalescens,Market squid,82371,9542,2,NaN,2.2346368
198104,DAVID STARR JORDAN,JD,333,MT,1,,1981-04-14T03:10:00Z,33.658333,-118.97,86.7,40.0,0.02,101.8,1.0,Doryteuthis opalescens,Market squid,82371,9542,3,NaN,2.9469547
198104,DAVID STARR JORDAN,JD,348,MT,1,,1981-04-14T14:55:00Z,33.156666,-120.00667,86.7,55.0,0.02,94.5,1.0,Teuthida,,82367,9540,1,NaN,1.0582011
198104,DAVID STARR JORDAN,JD,349,MT,1,,1981-04-14T19:35:00Z,32.99,-120.35,86.7,60.0,0.02,83.6,1.0,Teuthida,,82367,9540,2,NaN,2.3923445
198104,DAVID STARR JORDAN,JD,379,MT,1,,1981-04-17T08:25:00Z,34.178333,-119.50833,83.3,42.0,0.02,83.0,1.0,Doryteuthis opalescens,Market squid,82371,9542,11,NaN,13.253012
198104,DAVID STARR JORDAN,JD,459,MT,1,,1981-04-22T07:00:00Z,35.54333,-121.46833,73.3,53.0,0.02,89.1,1.0,Teuthida,,82367,9540,5,NaN,5.6116724
198104,DAVID STARR JORDAN,JD,460,MT,1,,1981-04-22T10:50:00Z,35.31,-121.96166,73.3,60.0,0.02,84.2,1.0,Teuthida,,82367,9540,8,NaN,9.501187
198104,DAVID STARR JORDAN,JD,473,MT,1,,1981-04-24T22:35:00Z,36.453335,-122.77333,66.7,60.0,0.02,80.1,1.0,Teuthida,,82367,9540,1,NaN,1.2484394
198104,DAVID STARR JORDAN,JD,474,MT,1,,1981-04-25T03:40:00Z,36.121666,-123.485,66.7,70.0,0.02,88.3,1.0,Teuthida,,82367,9540,1,NaN,1.1325028
198104,NEW HORIZON,NH,7,MT,1,,1981-04-09T14:10:00Z,31.583332,-118.48167,96.7,50.0,0.02,94.4,1.0,Teuthida,,82367,9540,1,NaN,1.059322
198104,NEW HORIZON,NH,25,MT,1,,1981-04-13T01:54:00Z,30.953333,-116.70167,103.3,35.0,0.02,87.5,1.0,Teuthida,,82367,9540,2,NaN,2.2857144
198105,DAVID STARR JORDAN,JD,30,MT,1,,1981-06-03T05:50:00Z,31.59,-118.50166,96.7,50.0,0.02,76.8,1.0,Teuthida,,82367,9540,1,NaN,1.3020834
198105,DAVID STARR JORDAN,JD,66,MT,1,,1981-06-11T03:40:00Z,30.491667,-116.096664,106.7,31.0,0.01,106.3,1.0,Teuthida,,82367,9540,1,NaN,0.9407338
198105,NEW HORIZON,NH,22,MT,1,,1981-05-25T09:15:00Z,34.311665,-120.8,80.0,55.0,0.02,95.1,1.0,Doryteuthis opalescens,Market squid,82371,9542,31,NaN,32.597267
198105,NEW HORIZON,NH,23,MT,1,,1981-05-25T14:15:00Z,34.155,-121.14667,80.0,60.0,0.02,81.6,1.0,Teuthida,,82367,9540,3,NaN,3.6764705
198105,NEW HORIZON,NH,51,MT,1,,1981-06-01T12:10:00Z,36.118332,-121.86833,70.0,53.0,0.01,106.9,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,0.9354537
198105,NEW HORIZON,NH,66,MT,1,,1981-06-04T08:50:00Z,37.945,-122.88,60.0,50.0,0.02,68.4,1.0,Teuthida,,82367,9540,1,NaN,1.4619883
198107,DAVID STARR JORDAN,JD,10,MT,1,,1981-06-29T04:05:00Z,37.04333,-123.195,63.3,60.0,0.02,102.5,1.0,Teuthida,,82367,9540,104,NaN,101.46342
198107,DAVID STARR JORDAN,JD,11,MT,1,,1981-06-29T10:24:00Z,36.71,-123.91333,63.3,70.0,0.01,110.1,1.0,Teuthida,,82367,9540,1,NaN,0.90826523
198107,DAVID STARR JORDAN,JD,19,MT,1,,1981-07-01T04:00:00Z,36.786667,-122.05666,66.7,50.0,0.01,109.2,1.0,Teuthida,,82367,9540,10,NaN,9.157509
198107,DAVID STARR JORDAN,JD,20,MT,1,,1981-07-01T06:15:00Z,36.82,-121.985,66.7,49.0,0.01,107.8,1.0,Doryteuthis opalescens,Market squid,82371,9542,22,NaN,20.408163
198107,DAVID STARR JORDAN,JD,24,MT,1,,1981-07-02T02:15:00Z,35.548332,-123.07333,70.0,70.0,0.02,91.3,1.0,Teuthida,,82367,9540,1,NaN,1.0952903
198107,DAVID STARR JORDAN,JD,34,MT,1,,1981-07-04T04:45:00Z,35.021667,-120.918335,76.7,51.0,0.02,70.1,1.0,Teuthida,,82367,9540,1,NaN,1.4265336
198107,DAVID STARR JORDAN,JD,37,MT,1,,1981-07-04T17:11:00Z,34.388332,-122.246666,76.7,70.0,0.02,73.6,1.0,Teuthida,,82367,9540,1,NaN,1.3586956
198108,NEW HORIZON,NH,23,MT,1,,1981-07-28T08:48:00Z,31.15,-116.346664,103.3,29.0,0.02,71.5,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,1.3986014
198401,DAVID STARR JORDAN,JD,4,MT,1,,1984-01-06T05:00:00Z,33.488335,-119.32,86.7,45.0,0.02,79.8,1.0,Doryteuthis opalescens,Market squid,82371,9542,2,NaN,2.5062656
198401,DAVID STARR JORDAN,JD,4,MT,1,,1984-01-06T05:00:00Z,33.488335,-119.32,86.7,45.0,0.02,79.8,1.0,Teuthida,,82367,9540,1,NaN,1.2531328
198401,DAVID STARR JORDAN,JD,24,MT,1,,1984-01-12T10:55:00Z,34.316666,-120.80167,80.0,55.0,0.02,80.6,1.0,Doryteuthis opalescens,Market squid,82371,9542,3,NaN,3.7220843
198401,DAVID STARR JORDAN,JD,25,MT,1,,1984-01-12T20:35:00Z,34.158333,-121.15,80.0,60.0,0.02,93.8,1.0,Teuthida,,82367,9540,2,NaN,2.1321962
198401,DAVID STARR JORDAN,JD,26,MT,1,,1984-01-13T20:10:00Z,33.816666,-121.84333,80.0,70.0,0.02,91.3,1.0,Teuthida,,82367,9540,1,NaN,1.0952903
198401,DAVID STARR JORDAN,JD,34,MT,1,,1984-01-16T05:05:00Z,34.388332,-122.246666,76.7,70.0,0.02,91.9,1.0,Teuthida,,82367,9540,1,NaN,1.0881393
198401,DAVID STARR JORDAN,JD,41,MT,1,,1984-01-17T11:05:00Z,35.54333,-121.46833,73.3,53.0,0.02,89.9,1.0,Teuthida,,82367,9540,2,NaN,2.224694
198401,DAVID STARR JORDAN,JD,55,MT,1,,1984-01-20T09:50:00Z,36.181667,-121.72667,70.0,51.0,0.02,98.5,1.0,Teuthida,,82367,9540,2,NaN,2.0304568
198401,DAVID STARR JORDAN,JD,56,MT,1,,1984-01-20T15:35:00Z,36.82,-121.985,66.7,49.0,0.02,83.2,1.0,Teuthida,,82367,9540,1,NaN,1.2019231
198401,DAVID STARR JORDAN,JD,59,MT,1,,1984-01-21T02:20:00Z,36.453335,-122.77333,66.7,60.0,0.02,91.5,1.0,Teuthida,,82367,9540,2,NaN,2.1857924
198401,NEW HORIZON,NH,2,MT,1,,1984-01-05T06:05:00Z,33.256664,-118.2,90.0,35.0,0.01,108.8,1.0,Teuthida,,82367,9540,1,NaN,0.9191176
198401,NEW HORIZON,NH,9,MT,1,,1984-01-07T08:20:00Z,32.41,-119.96833,90.0,60.0,0.02,77.9,1.0,Teuthida,,82367,9540,1,NaN,1.283697
198401,NEW HORIZON,NH,46,MT,1,,1984-01-16T06:46:00Z,30.686666,-118.79833,100.0,60.0,0.02,75.5,1.0,Teuthida,,82367,9540,1,NaN,1.3245033
198403,DAVID STARR JORDAN,JD,5,MT,1,,1984-02-10T02:05:00Z,37.78,-123.245,60.0,55.0,0.02,95.2,1.0,Teuthida,,82367,9540,2,NaN,2.1008403
198403,DAVID STARR JORDAN,JD,10,MT,1,,1984-02-10T07:05:00Z,37.613335,-123.60833,60.0,60.0,0.02,100.5,1.0,Teuthida,,82367,9540,57,NaN,56.71642
198403,DAVID STARR JORDAN,JD,31,MT,1,,1984-02-11T05:35:00Z,37.04333,-123.195,63.3,60.0,0.01,108.0,1.0,Teuthida,,82367,9540,34,NaN,31.481482
198403,DAVID STARR JORDAN,JD,44,MT,1,,1984-02-11T22:40:00Z,36.781666,-122.06333,66.7,50.0,0.02,86.9,1.0,Teuthida,,82367,9540,2,NaN,2.301496
198403,DAVID STARR JORDAN,JD,117,MT,1,,1984-02-15T14:30:00Z,35.021667,-120.92,76.7,51.0,0.02,91.7,1.0,Teuthida,,82367,9540,1,NaN,1.0905125
198403,DAVID STARR JORDAN,JD,213,MT,1,,1984-02-21T05:50:00Z,34.15,-121.15,80.0,60.0,0.02,94.9,1.0,Teuthida,,82367,9540,1,NaN,1.0537407
198403,DAVID STARR JORDAN,JD,793,MT,1,,1984-03-22T08:30:00Z,30.02,-117.025,106.7,45.0,0.02,75.2,1.0,Teuthida,,82367,9540,1,NaN,1.3297873
198404,DAVID STARR JORDAN,JD,19,MT,1,,1984-04-17T08:38:00Z,34.201668,-119.50833,83.3,42.0,0.02,94.2,1.0,Doryteuthis opalescens,Market squid,82371,9542,683,NaN,725.0531
198404,DAVID STARR JORDAN,JD,20,MT,1,,1984-04-17T10:02:00Z,34.225,-119.41167,83.3,40.6,0.02,96.4,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,1.0373445
198404,DAVID STARR JORDAN,JD,38,MT,1,,1984-04-22T08:25:00Z,34.886665,-121.19666,76.7,55.0,0.02,80.6,1.0,Teuthida,,82367,9540,4,NaN,4.962779
198404,DAVID STARR JORDAN,JD,40,MT,1,,1984-04-22T11:49:00Z,35.021667,-120.918335,76.7,51.0,0.02,86.7,1.0,Teuthida,,82367,9540,1,NaN,1.1534026
198405,DAVID STARR JORDAN,JD,3,CB,1,S,1984-05-18T02:10:00Z,36.613335,-125.77,60.0,90.0,4.76,432.9,1.0,Teuthida,,82367,9540,1,4.76,NaN
198405,DAVID STARR JORDAN,JD,4,CB,1,S,1984-05-18T07:30:00Z,36.946667,-125.05333,60.0,80.0,5.02,415.0,0.5,Teuthida,,82367,9540,1,10.04,NaN
198405,DAVID STARR JORDAN,JD,5,CB,1,S,1984-05-18T13:10:00Z,37.28,-124.33666,60.0,70.0,5.17,401.2,0.506,Teuthida,,82367,9540,1,10.217391,NaN
198405,DAVID STARR JORDAN,JD,12,CB,1,S,1984-05-19T12:25:00Z,37.376667,-122.473335,63.3,50.0,4.21,63.8,1.0,Octopodidae,Octopus,82590,9760,1,4.21,NaN
198405,DAVID STARR JORDAN,JD,18,CB,1,S,1984-05-20T02:45:00Z,36.708332,-123.91167,63.3,70.0,5.97,359.7,0.499,Teuthida,,82367,9540,1,11.963928,NaN
198405,DAVID STARR JORDAN,JD,20,CB,1,S,1984-05-20T14:00:00Z,36.041664,-125.345,63.3,90.0,5.41,392.4,0.511,Teuthida,,82367,9540,3,31.761253,NaN
198405,DAVID STARR JORDAN,JD,21,CB,1,S,1984-05-20T19:15:00Z,35.71,-126.05167,63.3,100.0,5.17,407.8,0.523,Teuthida,,82367,9540,1,9.885277,NaN
198405,DAVID STARR JORDAN,JD,24,CB,1,S,1984-05-21T13:50:00Z,35.786667,-124.195,66.7,80.0,5.26,396.8,0.477,Teuthida,,82367,9540,2,22.054508,NaN
198405,DAVID STARR JORDAN,JD,29,CB,1,S,1984-05-22T06:30:00Z,36.62,-122.416664,66.7,55.0,5.4,401.6,0.528,Teuthida,,82367,9540,2,20.454546,NaN
198405,DAVID STARR JORDAN,JD,29,MT,1,,1984-05-22T06:05:00Z,36.62,-122.416664,66.7,55.0,0.02,87.5,1.0,Teuthida,,82367,9540,1,NaN,1.1428572
198406,NEW HORIZON,NH,66,MT,1,,1984-06-16T05:35:00Z,30.92,-119.845,96.7,70.0,0.02,93.2,1.0,Teuthida,,82367,9540,2,NaN,2.1459227
198407,DAVID STARR JORDAN,JD,15,MT,1,,1984-07-15T12:55:00Z,33.25,-121.44666,83.3,70.0,0.02,101.7,1.0,Teuthida,,82367,9540,2,NaN,1.9665684
198407,DAVID STARR JORDAN,JD,19,MT,1,,1984-07-16T06:10:00Z,34.27,-119.93833,82.0,46.0,0.01,115.0,1.0,Doryteuthis opalescens,Market squid,82371,9542,11,NaN,9.565217
198407,DAVID STARR JORDAN,JD,24,MT,1,,1984-07-17T04:07:00Z,34.45,-120.52333,80.0,51.0,0.02,93.3,1.0,Doryteuthis opalescens,Market squid,82371,9542,8,NaN,8.574491
198407,DAVID STARR JORDAN,JD,26,MT,1,,1984-07-17T07:20:00Z,34.316666,-120.80167,80.0,55.0,0.02,92.3,1.0,Doryteuthis opalescens,Market squid,82371,9542,22,NaN,23.83532
198407,DAVID STARR JORDAN,JD,29,MT,1,,1984-07-18T19:25:00Z,33.816666,-121.84333,80.0,70.0,0.02,101.5,1.0,Teuthida,,82367,9540,1,NaN,0.9852217
198407,DAVID STARR JORDAN,JD,37,MT,1,,1984-07-21T04:05:00Z,34.39,-122.246666,76.7,70.0,0.02,95.9,1.0,Teuthida,,82367,9540,2,NaN,2.0855057
198407,DAVID STARR JORDAN,JD,57,MT,1,,1984-07-24T09:30:00Z,35.548332,-123.075,70.0,70.0,0.01,113.8,1.0,Teuthida,,82367,9540,11,NaN,9.66608
198407,DAVID STARR JORDAN,JD,63,MT,1,,1984-07-25T04:15:00Z,36.82,-121.985,66.7,49.0,0.02,95.0,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,1.0526316
198407,DAVID STARR JORDAN,JD,66,MT,1,,1984-07-25T14:00:00Z,36.453335,-122.77333,66.7,60.0,0.01,110.0,1.0,Teuthida,,82367,9540,1,NaN,0.90909094
198410,DAVID STARR JORDAN,JD,16,MT,1,,1984-10-08T08:55:00Z,33.876667,-120.13333,83.3,51.0,0.02,78.4,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,1.2755102
198410,DAVID STARR JORDAN,JD,50,MT,1,,1984-10-16T12:45:00Z,36.178333,-121.73167,70.0,51.0,0.02,83.2,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,1.2019231
198410,DAVID STARR JORDAN,JD,63,MT,1,,1984-10-19T03:15:00Z,37.946667,-122.88167,60.0,50.0,0.02,88.1,1.0,Doryteuthis opalescens,Market squid,82371,9542,5,NaN,5.675369
198502,MCARTHUR,M4,31,MT,1,,1985-02-26T17:14:00Z,33.823334,-118.628334,86.7,35.0,0.03,62.2,1.0,Teuthida,,82367,9540,1,NaN,1.607717
198502,MCARTHUR,M4,37,MT,1,,1985-02-27T20:40:00Z,33.24,-121.44334,83.3,70.0,0.03,56.8,1.0,Teuthida,,82367,9540,2,NaN,3.5211267
198502,MCARTHUR,M4,40,MT,1,,1985-02-28T08:20:00Z,33.875,-120.128334,83.3,51.0,0.03,65.1,1.0,Doryteuthis opalescens,Market squid,82371,9542,4,NaN,6.1443934
198502,MCARTHUR,M4,42,MT,1,,1985-02-28T15:42:00Z,34.225,-119.41,83.3,40.6,0.02,66.8,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,1.4970059
198505,DAVID STARR JORDAN,JD,104,MT,1,,1985-05-06T18:48:00Z,32.083332,-120.638336,90.0,70.0,0.02,94.3,1.0,Teuthida,,82367,9540,1,NaN,1.0604454
198505,DAVID STARR JORDAN,JD,286,MT,1,,1985-05-12T07:41:00Z,33.655,-118.975,86.7,40.0,0.02,72.7,1.0,Doryteuthis opalescens,Market squid,82371,9542,7,NaN,9.628611
198505,DAVID STARR JORDAN,JD,336,MT,1,,1985-05-14T10:45:00Z,33.878334,-120.13333,83.3,51.0,0.02,82.6,1.0,Doryteuthis opalescens,Market squid,82371,9542,3,NaN,3.6319613
198505,DAVID STARR JORDAN,JD,414,MT,1,,1985-05-16T23:43:00Z,34.316666,-120.80333,80.0,55.0,0.01,104.8,1.0,Teuthida,,82367,9540,1,NaN,0.9541985
198505,DAVID STARR JORDAN,JD,420,MT,1,,1985-05-17T09:05:00Z,33.811665,-121.84167,80.0,70.0,0.02,85.5,1.0,Teuthida,,82367,9540,1,NaN,1.1695906
198505,DAVID STARR JORDAN,JD,424,MT,1,,1985-05-18T07:30:00Z,34.386665,-122.24834,76.7,70.0,0.02,77.9,1.0,Teuthida,,82367,9540,5,NaN,6.418485
198505,DAVID STARR JORDAN,JD,426,MT,1,,1985-05-18T17:25:00Z,34.888332,-121.19833,76.7,55.0,0.02,66.6,1.0,Teuthida,,82367,9540,1,NaN,1.5015016
198602,DAVID STARR JORDAN,JD,8,MT,1,,1986-02-07T13:10:00Z,32.183334,-118.89333,93.3,50.0,0.02,90.8,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,1.1013216
198602,DAVID STARR JORDAN,JD,22,MT,1,,1986-02-13T10:37:00Z,33.485,-117.76833,90.0,28.0,0.02,100.1,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,0.999001
198602,DAVID STARR JORDAN,JD,27,MT,1,,1986-02-14T05:45:00Z,32.651665,-119.48167,90.0,53.0,0.02,96.4,1.0,Doryteuthis opalescens,Market squid,82371,9542,1,NaN,1.0373445
198602,DAVID STARR JORDAN,JD,33,MT,1,,1986-02-15T11:47:00Z,33.49,-119.31834,86.7,45.0,0.02,89.4,1.0,Doryteuthis opalescens,Market squid,82371,9542,2,NaN,2.2371364
198602,DAVID STARR JORDAN,JD,33,MT,1,,1986-02-15T11:47:00Z,33.49,-119.31834,86.7,45.0,0.02,89.4,1.0,Teuthida,,82367,9540,1,NaN,1.1185682
198602,DAVID STARR JORDAN,JD,38,MT,1,,1986-02-16T03:40:00Z,34.178333,-119.50833,83.3,42.0,0.01,106.9,1.0,Doryteuthis opalescens,Market squid,82371,9542,32,NaN,29.934519
198602,DAVID STARR JORDAN,JD,39,MT,1,,1986-02-16T06:58:00Z,34.27,-119.93833,82.0,46.0,0.02,96.8,1.0,Doryteuthis opalescens,Market squid,82371,9542,510,NaN,526.8595
