cruise,ship,ship_code,order_occupied,tow_type,tow_number,net_location,time,latitude,longitude,line,station,standard_haul_factor,volume_sampled,proportion_sorted,scientific_name,common_name,itis_tsn,calcofi_species_code,larvae_count,larvae_10m2,larvae_100m3
,,,,,,,UTC,degrees_north,degrees_east,,,,meters^3,,,,,,,Larvae 10/M^2,Larvae 100/M^3
200207,NEW HORIZON,NH,3,PV,1,S,2002-07-03T02:10:00Z,32.843334,-117.53167,93.3,30,194.48,3.6,1,Teleostei,Unidentified Teliost,161105,1,2,388.96,NaN
200207,NEW HORIZON,NH,4,CB,1,S,2002-07-03T06:40:00Z,32.68,-117.875,93.3,35,5.08,401.3,0.473,Diaphus,Headlightfishes,162583,228,1,10.739958,NaN
200207,NEW HORIZON,NH,4,CB,1,S,2002-07-03T06:40:00Z,32.68,-117.875,93.3,35,5.08,401.3,0.473,Lipolagus ochotensis,Popeye blacksmelt,623625,68,1,10.739958,NaN
200207,NEW HORIZON,NH,4,CB,1,S,2002-07-03T06:40:00Z,32.68,-117.875,93.3,35,5.08,401.3,0.473,Protomyctophum crockeri,California flashlightfish,162685,288,1,10.739958,NaN
200207,NEW HORIZON,NH,4,CB,1,S,2002-07-03T06:40:00Z,32.68,-117.875,93.3,35,5.08,401.3,0.473,Sebastes,Rockfishes,166705,683,4,42.95983,NaN
200207,NEW HORIZON,NH,4,MT,1,,2002-07-03T06:19:00Z,32.68,-117.875,93.3,35,0.02,86.7,1,Sardinops sagax,Pacific sardine (pilchard),161729,19,2,NaN,2.3068051
200207,NEW HORIZON,NH,5,CB,1,S,2002-07-03T10:58:00Z,32.515,-118.21333,93.3,40,4.74,423.2,0.493,Leuroglossus stilbius,California smoothtongue,162096,72,1,9.614604,NaN
200207,NEW HORIZON,NH,5,CB,1,S,2002-07-03T10:58:00Z,32.515,-118.21333,93.3,40,4.74,423.2,0.493,Lipolagus ochotensis,Popeye blacksmelt,623625,68,1,9.614604,NaN
200207,NEW HORIZON,NH,5,CB,1,S,2002-07-03T10:58:00Z,32.515,-118.21333,93.3,40,4.74,423.2,0.493,Microstoma,Dusky pencilsmelt,162093,58,1,9.614604,NaN
200207,NEW HORIZON,NH,5,CB,1,S,2002-07-03T10:58:00Z,32.515,-118.21333,93.3,40,4.74,423.2,0.493,Sebastes,Rockfishes,166705,683,1,9.614604,NaN
200207,NEW HORIZON,NH,5,CB,1,S,2002-07-03T10:58:00Z,32.515,-118.21333,93.3,40,4.74,423.2,0.493,Stenobrachius leucopsarus,Northern lampfish,162664,292,1,9.614604,NaN
200207,NEW HORIZON,NH,5,MT,1,,2002-07-03T10:33:00Z,32.515,-118.21333,93.3,40,0.02,83,1,Hypsoblennius jenkinsi,Mussel blenny,171160,853,2,NaN,2.4096386
200207,NEW HORIZON,NH,5,MT,1,,2002-07-03T10:33:00Z,32.515,-118.21333,93.3,40,0.02,83,1,Sardinops sagax,Pacific sardine (pilchard),161729,19,1,NaN,1.2048193
200207,NEW HORIZON,NH,6,CB,1,S,2002-07-03T14:43:00Z,32.346664,-118.55333,93.3,45,5.46,392.9,0.5,Sebastes,Rockfishes,166705,683,1,10.92,NaN
200207,NEW HORIZON,NH,6,MT,1,,2002-07-03T14:24:00Z,32.346664,-118.55333,93.3,45,0.02,81.8,1,Cheilopogon pinnatibarbatus,California flyingfish,616685,178,1,NaN,1.2224939
200207,NEW HORIZON,NH,6,MT,1,,2002-07-03T14:24:00Z,32.346664,-118.55333,93.3,45,0.02,81.8,1,Cololabis saira,Pacific saury,165609,166,1,NaN,1.2224939
200207,NEW HORIZON,NH,6,MT,1,,2002-07-03T14:24:00Z,32.346664,-118.55333,93.3,45,0.02,81.8,1,Hypsoblennius jenkinsi,Mussel blenny,171160,853,1,NaN,1.2224939
200207,NEW HORIZON,NH,6,MT,1,,2002-07-03T14:24:00Z,32.346664,-118.55333,93.3,45,0.02,81.8,1,Triphoturus mexicanus,Mexican lampfish,162766,301,1,NaN,1.2224939
200207,NEW HORIZON,NH,7,CB,1,S,2002-07-03T17:57:00Z,32.18,-118.89166,93.3,50,5.27,399.3,0.523,Protomyctophum crockeri,California flashlightfish,162685,288,1,10.076482,NaN
200207,NEW HORIZON,NH,8,CB,1,S,2002-07-04T00:12:00Z,32.013332,-119.23333,93.3,55,5.15,419.7,0.54,Bathylagoides wesethi,Snubnose blacksmelt,623380,71,1,9.537037,NaN
200207,NEW HORIZON,NH,8,CB,1,S,2002-07-04T00:12:00Z,32.013332,-119.23333,93.3,55,5.15,419.7,0.54,Chauliodus macouni,Pacific viperfish,162279,156,1,9.537037,NaN
200207,NEW HORIZON,NH,8,CB,1,S,2002-07-04T00:12:00Z,32.013332,-119.23333,93.3,55,5.15,419.7,0.54,Diaphus,Headlightfishes,162583,228,1,9.537037,NaN
200207,NEW HORIZON,NH,8,CB,1,S,2002-07-04T00:12:00Z,32.013332,-119.23333,93.3,55,5.15,419.7,0.54,Microstoma,Dusky pencilsmelt,162093,58,1,9.537037,NaN
200207,NEW HORIZON,NH,8,MT,1,,2002-07-03T23:48:00Z,32.013332,-119.23333,93.3,55,0.02,69.9,1,Cololabis saira,Pacific saury,165609,166,1,NaN,1.4306152
200207,NEW HORIZON,NH,9,CB,1,S,2002-07-04T03:53:00Z,31.846666,-119.57166,93.3,60,5.74,381.3,0.509,Argyropelecus hemigymnus,Spurred hatchetfish,162219,104,1,11.277014,NaN
200207,NEW HORIZON,NH,9,CB,1,S,2002-07-04T03:53:00Z,31.846666,-119.57166,93.3,60,5.74,381.3,0.509,Argyropelecus lychnus,Tropical hatchetfish,162214,102,1,11.277014,NaN
200207,NEW HORIZON,NH,9,CB,1,S,2002-07-04T03:53:00Z,31.846666,-119.57166,93.3,60,5.74,381.3,0.509,Argyropelecus sladeni,Lowcrest hatchetfish,162221,105,1,11.277014,NaN
200207,NEW HORIZON,NH,9,CB,1,S,2002-07-04T03:53:00Z,31.846666,-119.57166,93.3,60,5.74,381.3,0.509,Chauliodus macouni,Pacific viperfish,162279,156,2,22.554028,NaN
200207,NEW HORIZON,NH,9,CB,1,S,2002-07-04T03:53:00Z,31.846666,-119.57166,93.3,60,5.74,381.3,0.509,Danaphos oculatus,Bottlelight,162232,84,1,11.277014,NaN
200207,NEW HORIZON,NH,9,CB,1,S,2002-07-04T03:53:00Z,31.846666,-119.57166,93.3,60,5.74,381.3,0.509,Diaphus,Headlightfishes,162583,228,6,67.66208,NaN
200207,NEW HORIZON,NH,9,CB,1,S,2002-07-04T03:53:00Z,31.846666,-119.57166,93.3,60,5.74,381.3,0.509,Microstoma,Dusky pencilsmelt,162093,58,2,22.554028,NaN
200207,NEW HORIZON,NH,9,CB,1,S,2002-07-04T03:53:00Z,31.846666,-119.57166,93.3,60,5.74,381.3,0.509,Nannobrachium,,623699,261,2,22.554028,NaN
200207,NEW HORIZON,NH,9,CB,1,S,2002-07-04T03:53:00Z,31.846666,-119.57166,93.3,60,5.74,381.3,0.509,Nannobrachium regale,Pinpoint lampfish,623744,259,1,11.277014,NaN
200207,NEW HORIZON,NH,9,CB,1,S,2002-07-04T03:53:00Z,31.846666,-119.57166,93.3,60,5.74,381.3,0.509,Symbolophorus californiensis,California lanternfish,623871,296,2,22.554028,NaN
200207,NEW HORIZON,NH,9,MT,1,,2002-07-04T03:34:00Z,31.846666,-119.57166,93.3,60,0.02,91.2,1,Cololabis saira,Pacific saury,165609,166,4,NaN,4.385965
200207,NEW HORIZON,NH,9,MT,1,,2002-07-04T03:34:00Z,31.846666,-119.57166,93.3,60,0.02,91.2,1,Sardinops sagax,Pacific sardine (pilchard),161729,19,4,NaN,4.385965
200207,NEW HORIZON,NH,10,CB,1,S,2002-07-04T09:55:00Z,31.513332,-120.245,93.3,70,5.19,398.4,0.454,Danaphos oculatus,Bottlelight,162232,84,1,11.431718,NaN
200207,NEW HORIZON,NH,10,CB,1,S,2002-07-04T09:55:00Z,31.513332,-120.245,93.3,70,5.19,398.4,0.454,Diaphus,Headlightfishes,162583,228,12,137.18062,NaN
200207,NEW HORIZON,NH,10,CB,1,S,2002-07-04T09:55:00Z,31.513332,-120.245,93.3,70,5.19,398.4,0.454,Microstoma,Dusky pencilsmelt,162093,58,1,11.431718,NaN
200207,NEW HORIZON,NH,10,CB,1,S,2002-07-04T09:55:00Z,31.513332,-120.245,93.3,70,5.19,398.4,0.454,Poromitra crassiceps,Crested bigscale,166108,405,1,11.431718,NaN
200207,NEW HORIZON,NH,10,CB,1,S,2002-07-04T09:55:00Z,31.513332,-120.245,93.3,70,5.19,398.4,0.454,Protomyctophum crockeri,California flashlightfish,162685,288,1,11.431718,NaN
200207,NEW HORIZON,NH,10,CB,1,S,2002-07-04T09:55:00Z,31.513332,-120.245,93.3,70,5.19,398.4,0.454,Symbolophorus californiensis,California lanternfish,623871,296,1,11.431718,NaN
200207,NEW HORIZON,NH,10,MT,1,,2002-07-04T09:35:00Z,31.513332,-120.245,93.3,70,0.03,63.8,1,Cololabis saira,Pacific saury,165609,166,12,NaN,18.808777
200207,NEW HORIZON,NH,10,MT,1,,2002-07-04T09:35:00Z,31.513332,-120.245,93.3,70,0.03,63.8,1,Sardinops sagax,Pacific sardine (pilchard),161729,19,4,NaN,6.2695923
200207,NEW HORIZON,NH,11,CB,1,S,2002-07-04T16:17:00Z,31.176666,-120.918335,93.3,80,5.45,399.3,1,Argyropelecus lychnus,Tropical hatchetfish,162214,102,1,5.45,NaN
200207,NEW HORIZON,NH,11,CB,1,S,2002-07-04T16:17:00Z,31.176666,-120.918335,93.3,80,5.45,399.3,1,Bathylagoides wesethi,Snubnose blacksmelt,623380,71,9,49.05,NaN
200207,NEW HORIZON,NH,11,CB,1,S,2002-07-04T16:17:00Z,31.176666,-120.918335,93.3,80,5.45,399.3,1,Ceratoscopelus townsendi,Dogtooth lampfish,162577,226,1,5.45,NaN
200207,NEW HORIZON,NH,11,CB,1,S,2002-07-04T16:17:00Z,31.176666,-120.918335,93.3,80,5.45,399.3,1,Diaphus,Headlightfishes,162583,228,1,5.45,NaN
200207,NEW HORIZON,NH,11,CB,1,S,2002-07-04T16:17:00Z,31.176666,-120.918335,93.3,80,5.45,399.3,1,Nannobrachium,,623699,261,2,10.9,NaN
200207,NEW HORIZON,NH,11,CB,1,S,2002-07-04T16:17:00Z,31.176666,-120.918335,93.3,80,5.45,399.3,1,Protomyctophum crockeri,California flashlightfish,162685,288,1,5.45,NaN
200207,NEW HORIZON,NH,11,CB,1,S,2002-07-04T16:17:00Z,31.176666,-120.918335,93.3,80,5.45,399.3,1,Symbolophorus californiensis,California lanternfish,623871,296,2,10.9,NaN
200207,NEW HORIZON,NH,11,CB,1,S,2002-07-04T16:17:00Z,31.176666,-120.918335,93.3,80,5.45,399.3,1,Tetragonurus cuvieri,Smalleye squaretail,172580,546,1,5.45,NaN
200207,NEW HORIZON,NH,11,CB,1,S,2002-07-04T16:17:00Z,31.176666,-120.918335,93.3,80,5.45,399.3,1,Trachurus symmetricus,Jack mackerel,168586,514,2,10.9,NaN
200207,NEW HORIZON,NH,11,CB,1,S,2002-07-04T16:17:00Z,31.176666,-120.918335,93.3,80,5.45,399.3,1,Triphoturus mexicanus,Mexican lampfish,162766,301,17,92.65,NaN
200207,NEW HORIZON,NH,11,CB,1,S,2002-07-04T16:17:00Z,31.176666,-120.918335,93.3,80,5.45,399.3,1,Vinciguerria,,162192,92,2,10.9,NaN
200207,NEW HORIZON,NH,12,CB,1,S,2002-07-05T01:03:00Z,30.846666,-121.59333,93.3,90,5.22,416.9,1,Diogenichthys atlanticus,Longfin lanternfish,162676,239,1,5.22,NaN
200207,NEW HORIZON,NH,12,CB,1,S,2002-07-05T01:03:00Z,30.846666,-121.59333,93.3,90,5.22,416.9,1,Nannobrachium,,623699,261,1,5.22,NaN
200207,NEW HORIZON,NH,12,CB,1,S,2002-07-05T01:03:00Z,30.846666,-121.59333,93.3,90,5.22,416.9,1,Symbolophorus californiensis,California lanternfish,623871,296,1,5.22,NaN
200207,NEW HORIZON,NH,12,CB,1,S,2002-07-05T01:03:00Z,30.846666,-121.59333,93.3,90,5.22,416.9,1,Triphoturus mexicanus,Mexican lampfish,162766,301,3,15.66,NaN
200207,NEW HORIZON,NH,12,CB,1,S,2002-07-05T01:03:00Z,30.846666,-121.59333,93.3,90,5.22,416.9,1,Vinciguerria lucetia,Panama lightfish,182865,93,4,20.88,NaN
200207,NEW HORIZON,NH,12,MT,1,,2002-07-05T00:43:00Z,30.846666,-121.59333,93.3,90,0.02,77.8,1,Cololabis saira,Pacific saury,165609,166,3,NaN,3.8560412
200207,NEW HORIZON,NH,12,MT,1,,2002-07-05T00:43:00Z,30.846666,-121.59333,93.3,90,0.02,77.8,1,Triphoturus mexicanus,Mexican lampfish,162766,301,1,NaN,1.285347
200207,NEW HORIZON,NH,13,CB,1,S,2002-07-05T06:46:00Z,30.513332,-122.26,93.3,100,5.02,424.9,1,Argyropelecus lychnus,Tropical hatchetfish,162214,102,1,5.02,NaN
200207,NEW HORIZON,NH,13,CB,1,S,2002-07-05T06:46:00Z,30.513332,-122.26,93.3,100,5.02,424.9,1,Bathylagoides wesethi,Snubnose blacksmelt,623380,71,4,20.08,NaN
200207,NEW HORIZON,NH,13,CB,1,S,2002-07-05T06:46:00Z,30.513332,-122.26,93.3,100,5.02,424.9,1,Benthalbella dentata,Northern pearleye,162550,336,1,5.02,NaN
200207,NEW HORIZON,NH,13,CB,1,S,2002-07-05T06:46:00Z,30.513332,-122.26,93.3,100,5.02,424.9,1,Ceratoscopelus townsendi,Dogtooth lampfish,162577,226,3,15.06,NaN
200207,NEW HORIZON,NH,13,CB,1,S,2002-07-05T06:46:00Z,30.513332,-122.26,93.3,100,5.02,424.9,1,Idiacanthus antrostomus,Pacific blackdragon,162301,161,1,5.02,NaN
200207,NEW HORIZON,NH,13,CB,1,S,2002-07-05T06:46:00Z,30.513332,-122.26,93.3,100,5.02,424.9,1,Nannobrachium,,623699,261,2,10.04,NaN
200207,NEW HORIZON,NH,13,CB,1,S,2002-07-05T06:46:00Z,30.513332,-122.26,93.3,100,5.02,424.9,1,Symbolophorus californiensis,California lanternfish,623871,296,5,25.1,NaN
200207,NEW HORIZON,NH,13,CB,1,S,2002-07-05T06:46:00Z,30.513332,-122.26,93.3,100,5.02,424.9,1,Triphoturus mexicanus,Mexican lampfish,162766,301,20,100.4,NaN
200207,NEW HORIZON,NH,13,CB,1,S,2002-07-05T06:46:00Z,30.513332,-122.26,93.3,100,5.02,424.9,1,Vinciguerria,,162192,92,23,115.46,NaN
200207,NEW HORIZON,NH,13,CB,1,S,2002-07-05T06:46:00Z,30.513332,-122.26,93.3,100,5.02,424.9,1,Vinciguerria lucetia,Panama lightfish,182865,93,9,45.18,NaN
200207,NEW HORIZON,NH,13,MT,1,,2002-07-05T06:24:00Z,30.513332,-122.26,93.3,100,0.02,68,1,Cololabis saira,Pacific saury,165609,166,14,NaN,20.588236
200207,NEW HORIZON,NH,13,MT,1,,2002-07-05T06:24:00Z,30.513332,-122.26,93.3,100,0.02,68,1,Vinciguerria lucetia,Panama lightfish,182865,93,1,NaN,1.4705882
200207,NEW HORIZON,NH,14,CB,1,S,2002-07-05T12:38:00Z,30.181665,-122.92333,93.3,110,4.66,452.8,1,Protomyctophum crockeri,California flashlightfish,162685,288,1,4.66,NaN
200207,NEW HORIZON,NH,14,CB,1,S,2002-07-05T12:38:00Z,30.181665,-122.92333,93.3,110,4.66,452.8,1,Vinciguerria,,162192,92,1,4.66,NaN
200207,NEW HORIZON,NH,14,MT,1,,2002-07-05T12:19:00Z,30.181665,-122.92333,93.3,110,0.02,90,1,Ceratoscopelus townsendi,Dogtooth lampfish,162577,226,1,NaN,1.1111112
200207,NEW HORIZON,NH,14,MT,1,,2002-07-05T12:19:00Z,30.181665,-122.92333,93.3,110,0.02,90,1,Cololabis saira,Pacific saury,165609,166,50,NaN,55.555557
200207,NEW HORIZON,NH,15,CB,1,S,2002-07-05T17:47:00Z,29.846666,-123.585,93.3,120,5.05,415.5,1,Ceratoscopelus townsendi,Dogtooth lampfish,162577,226,3,15.15,NaN
200207,NEW HORIZON,NH,15,CB,1,S,2002-07-05T17:47:00Z,29.846666,-123.585,93.3,120,5.05,415.5,1,Cyclothone,,162164,76,1,5.05,NaN
200207,NEW HORIZON,NH,15,CB,1,S,2002-07-05T17:47:00Z,29.846666,-123.585,93.3,120,5.05,415.5,1,Diogenichthys atlanticus,Longfin lanternfish,162676,239,1,5.05,NaN
200207,NEW HORIZON,NH,15,CB,1,S,2002-07-05T17:47:00Z,29.846666,-123.585,93.3,120,5.05,415.5,1,Loweina rara,Dwarf lanternfish,162717,270,1,5.05,NaN
200207,NEW HORIZON,NH,15,CB,1,S,2002-07-05T17:47:00Z,29.846666,-123.585,93.3,120,5.05,415.5,1,Symbolophorus californiensis,California lanternfish,623871,296,2,10.1,NaN
200207,NEW HORIZON,NH,15,CB,1,S,2002-07-05T17:47:00Z,29.846666,-123.585,93.3,120,5.05,415.5,1,Vinciguerria,,162192,92,28,141.4,NaN
200207,NEW HORIZON,NH,15,CB,1,S,2002-07-05T17:47:00Z,29.846666,-123.585,93.3,120,5.05,415.5,1,Vinciguerria lucetia,Panama lightfish,182865,93,12,60.6,NaN
200207,NEW HORIZON,NH,15,MT,1,,2002-07-05T17:26:00Z,29.846666,-123.585,93.3,120,0.02,83.4,1,Cololabis saira,Pacific saury,165609,166,11,NaN,13.189448
200207,NEW HORIZON,NH,16,CB,1,S,2002-07-06T02:29:00Z,30.415,-123.99834,90,120,5.08,416.3,1,Bathylagoides wesethi,Snubnose blacksmelt,623380,71,4,20.32,NaN
200207,NEW HORIZON,NH,16,CB,1,S,2002-07-06T02:29:00Z,30.415,-123.99834,90,120,5.08,416.3,1,Cyclothone signata,Showy bristlemouth,162168,78,3,15.24,NaN
200207,NEW HORIZON,NH,16,CB,1,S,2002-07-06T02:29:00Z,30.415,-123.99834,90,120,5.08,416.3,1,Diaphus,Headlightfishes,162583,228,1,5.08,NaN
200207,NEW HORIZON,NH,16,CB,1,S,2002-07-06T02:29:00Z,30.415,-123.99834,90,120,5.08,416.3,1,Icichthys lockingtoni,Medusafish,172510,536,2,10.16,NaN
200207,NEW HORIZON,NH,16,CB,1,S,2002-07-06T02:29:00Z,30.415,-123.99834,90,120,5.08,416.3,1,Idiacanthus antrostomus,Pacific blackdragon,162301,161,1,5.08,NaN
200207,NEW HORIZON,NH,16,CB,1,S,2002-07-06T02:29:00Z,30.415,-123.99834,90,120,5.08,416.3,1,Protomyctophum crockeri,California flashlightfish,162685,288,3,15.24,NaN
200207,NEW HORIZON,NH,16,CB,1,S,2002-07-06T02:29:00Z,30.415,-123.99834,90,120,5.08,416.3,1,Symbolophorus californiensis,California lanternfish,623871,296,2,10.16,NaN
200207,NEW HORIZON,NH,16,CB,1,S,2002-07-06T02:29:00Z,30.415,-123.99834,90,120,5.08,416.3,1,Triphoturus mexicanus,Mexican lampfish,162766,301,3,15.24,NaN
200207,NEW HORIZON,NH,16,CB,1,S,2002-07-06T02:29:00Z,30.415,-123.99834,90,120,5.08,416.3,1,Vinciguerria lucetia,Panama lightfish,182865,93,4,20.32,NaN
200207,NEW HORIZON,NH,16,MT,1,,2002-07-06T02:07:00Z,30.415,-123.99834,90,120,0.02,72.3,1,Cololabis saira,Pacific saury,165609,166,11,NaN,15.214384
200207,NEW HORIZON,NH,17,CB,1,S,2002-07-06T08:54:00Z,30.751665,-123.331665,90,110,4.28,473.3,1,Cololabis saira,Pacific saury,165609,166,2,8.56,NaN
200207,NEW HORIZON,NH,17,CB,1,S,2002-07-06T08:54:00Z,30.751665,-123.331665,90,110,4.28,473.3,1,Lipolagus ochotensis,Popeye blacksmelt,623625,68,1,4.28,NaN
200207,NEW HORIZON,NH,17,CB,1,S,2002-07-06T08:54:00Z,30.751665,-123.331665,90,110,4.28,473.3,1,Microstoma,Dusky pencilsmelt,162093,58,1,4.28,NaN
200207,NEW HORIZON,NH,17,CB,1,S,2002-07-06T08:54:00Z,30.751665,-123.331665,90,110,4.28,473.3,1,Protomyctophum crockeri,California flashlightfish,162685,288,1,4.28,NaN
200207,NEW HORIZON,NH,17,CB,1,S,2002-07-06T08:54:00Z,30.751665,-123.331665,90,110,4.28,473.3,1,Stenobrachius leucopsarus,Northern lampfish,162664,292,1,4.28,NaN
200207,NEW HORIZON,NH,17,CB,1,S,2002-07-06T08:54:00Z,30.751665,-123.331665,90,110,4.28,473.3,1,Vinciguerria lucetia,Panama lightfish,182865,93,2,8.56,NaN
200207,NEW HORIZON,NH,17,MT,1,,2002-07-06T08:25:00Z,30.751665,-123.331665,90,110,0.02,80.8,1,Cololabis saira,Pacific saury,165609,166,44,NaN,54.455444
200207,NEW HORIZON,NH,18,CB,1,S,2002-07-06T14:34:00Z,31.083332,-122.66167,90,100,4.82,436.6,1,Argyropelecus sladeni,Lowcrest hatchetfish,162221,105,1,4.82,NaN
200207,NEW HORIZON,NH,18,CB,1,S,2002-07-06T14:34:00Z,31.083332,-122.66167,90,100,4.82,436.6,1,Bathylagoides wesethi,Snubnose blacksmelt,623380,71,25,120.5,NaN
200207,NEW HORIZON,NH,18,CB,1,S,2002-07-06T14:34:00Z,31.083332,-122.66167,90,100,4.82,436.6,1,Ceratoscopelus townsendi,Dogtooth lampfish,162577,226,1,4.82,NaN
200207,NEW HORIZON,NH,18,CB,1,S,2002-07-06T14:34:00Z,31.083332,-122.66167,90,100,4.82,436.6,1,Diaphus,Headlightfishes,162583,228,4,19.28,NaN
200207,NEW HORIZON,NH,18,CB,1,S,2002-07-06T14:34:00Z,31.083332,-122.66167,90,100,4.82,436.6,1,Hygophum reinhardtii,Slender lanternfish,623875,252,1,4.82,NaN
200207,NEW HORIZON,NH,18,CB,1,S,2002-07-06T14:34:00Z,31.083332,-122.66167,90,100,4.82,436.6,1,Lestidiops ringens,Slender barracudina,644717,311,3,14.46,NaN
200207,NEW HORIZON,NH,18,CB,1,S,2002-07-06T14:34:00Z,31.083332,-122.66167,90,100,4.82,436.6,1,Nannobrachium,,623699,261,3,14.46,NaN
200207,NEW HORIZON,NH,18,CB,1,S,2002-07-06T14:34:00Z,31.083332,-122.66167,90,100,4.82,436.6,1,Protomyctophum crockeri,California flashlightfish,162685,288,1,4.82,NaN
200207,NEW HORIZON,NH,18,CB,1,S,2002-07-06T14:34:00Z,31.083332,-122.66167,90,100,4.82,436.6,1,Scopelogadus mizolepis bispinosus,Twospine bigscale,182911,412,1,4.82,NaN
200207,NEW HORIZON,NH,18,CB,1,S,2002-07-06T14:34:00Z,31.083332,-122.66167,90,100,4.82,436.6,1,Scopelosaurus,Paperbones,162565,196,1,4.82,NaN
200207,NEW HORIZON,NH,18,CB,1,S,2002-07-06T14:34:00Z,31.083332,-122.66167,90,100,4.82,436.6,1,Symbolophorus californiensis,California lanternfish,623871,296,9,43.38,NaN
200207,NEW HORIZON,NH,18,CB,1,S,2002-07-06T14:34:00Z,31.083332,-122.66167,90,100,4.82,436.6,1,Tetragonurus cuvieri,Smalleye squaretail,172580,546,1,4.82,NaN
200207,NEW HORIZON,NH,18,CB,1,S,2002-07-06T14:34:00Z,31.083332,-122.66167,90,100,4.82,436.6,1,Triphoturus mexicanus,Mexican lampfish,162766,301,6,28.92,NaN
200207,NEW HORIZON,NH,18,CB,1,S,2002-07-06T14:34:00Z,31.083332,-122.66167,90,100,4.82,436.6,1,Vinciguerria lucetia,Panama lightfish,182865,93,15,72.3,NaN
200207,NEW HORIZON,NH,18,MT,1,,2002-07-06T14:16:00Z,31.083332,-122.66167,90,100,0.02,73.9,1,Cololabis saira,Pacific saury,165609,166,2,NaN,2.7063599
200207,NEW HORIZON,NH,18,MT,1,,2002-07-06T14:16:00Z,31.083332,-122.66167,90,100,0.02,73.9,1,Tetragonurus cuvieri,Smalleye squaretail,172580,546,1,NaN,1.3531799
200207,NEW HORIZON,NH,19,CB,1,S,2002-07-06T21:33:00Z,31.418333,-121.99,90,90,4.77,432.4,1,Argyropelecus sladeni,Lowcrest hatchetfish,162221,105,1,4.77,NaN
200207,NEW HORIZON,NH,19,CB,1,S,2002-07-06T21:33:00Z,31.418333,-121.99,90,90,4.77,432.4,1,Bathylagoides wesethi,Snubnose blacksmelt,623380,71,5,23.85,NaN
200207,NEW HORIZON,NH,19,CB,1,S,2002-07-06T21:33:00Z,31.418333,-121.99,90,90,4.77,432.4,1,Diaphus,Headlightfishes,162583,228,5,23.85,NaN
200207,NEW HORIZON,NH,19,CB,1,S,2002-07-06T21:33:00Z,31.418333,-121.99,90,90,4.77,432.4,1,Poromitra crassiceps,Crested bigscale,166108,405,1,4.77,NaN
200207,NEW HORIZON,NH,19,CB,1,S,2002-07-06T21:33:00Z,31.418333,-121.99,90,90,4.77,432.4,1,Protomyctophum crockeri,California flashlightfish,162685,288,1,4.77,NaN
200207,NEW HORIZON,NH,19,CB,1,S,2002-07-06T21:33:00Z,31.418333,-121.99,90,90,4.77,432.4,1,Symbolophorus californiensis,California lanternfish,623871,296,1,4.77,NaN
200207,NEW HORIZON,NH,19,MT,1,,2002-07-06T21:05:00Z,31.418333,-121.99,90,90,0.02,100.8,1,Cololabis saira,Pacific saury,165609,166,4,NaN,3.9682539
200207,NEW HORIZON,NH,20,CB,1,S,2002-07-07T03:39:00Z,31.748333,-121.31333,90,80,5.54,382.6,1,Argyropelecus lychnus,Tropical hatchetfish,162214,102,1,5.54,NaN
200207,NEW HORIZON,NH,20,CB,1,S,2002-07-07T03:39:00Z,31.748333,-121.31333,90,80,5.54,382.6,1,Argyropelecus sladeni,Lowcrest hatchetfish,162221,105,2,11.08,NaN
200207,NEW HORIZON,NH,20,CB,1,S,2002-07-07T03:39:00Z,31.748333,-121.31333,90,80,5.54,382.6,1,Bathylagoides wesethi,Snubnose blacksmelt,623380,71,4,22.16,NaN
200207,NEW HORIZON,NH,20,CB,1,S,2002-07-07T03:39:00Z,31.748333,-121.31333,90,80,5.54,382.6,1,Danaphos oculatus,Bottlelight,162232,84,1,5.54,NaN
200207,NEW HORIZON,NH,20,CB,1,S,2002-07-07T03:39:00Z,31.748333,-121.31333,90,80,5.54,382.6,1,Diaphus,Headlightfishes,162583,228,1,5.54,NaN
200207,NEW HORIZON,NH,20,CB,1,S,2002-07-07T03:39:00Z,31.748333,-121.31333,90,80,5.54,382.6,1,Diogenichthys atlanticus,Longfin lanternfish,162676,239,2,11.08,NaN
200207,NEW HORIZON,NH,20,CB,1,S,2002-07-07T03:39:00Z,31.748333,-121.31333,90,80,5.54,382.6,1,Nannobrachium ritteri,Broadfin lampfish,623745,260,2,11.08,NaN
200207,NEW HORIZON,NH,20,CB,1,S,2002-07-07T03:39:00Z,31.748333,-121.31333,90,80,5.54,382.6,1,Poromitra crassiceps,Crested bigscale,166108,405,1,5.54,NaN
200207,NEW HORIZON,NH,20,CB,1,S,2002-07-07T03:39:00Z,31.748333,-121.31333,90,80,5.54,382.6,1,Scopelosaurus,Paperbones,162565,196,1,5.54,NaN
200207,NEW HORIZON,NH,20,CB,1,S,2002-07-07T03:39:00Z,31.748333,-121.31333,90,80,5.54,382.6,1,Stomias atriventer,Blackbelly dragonfish,162290,121,1,5.54,NaN
200207,NEW HORIZON,NH,20,CB,1,S,2002-07-07T03:39:00Z,31.748333,-121.31333,90,80,5.54,382.6,1,Symbolophorus californiensis,California lanternfish,623871,296,2,11.08,NaN
200207,NEW HORIZON,NH,20,CB,1,S,2002-07-07T03:39:00Z,31.748333,-121.31333,90,80,5.54,382.6,1,Triphoturus mexicanus,Mexican lampfish,162766,301,1,5.54,NaN
200207,NEW HORIZON,NH,20,CB,1,S,2002-07-07T03:39:00Z,31.748333,-121.31333,90,80,5.54,382.6,1,Vinciguerria lucetia,Panama lightfish,182865,93,4,22.16,NaN
